FloorPlanId,Address,City,State,Zip,Size(sqf),HallwayType,OwnerId,Rate,,,,,,,,,
31,400 West First Street,Chico,CA,95929-0150,576,corridor,18136,0,,,,,,,,,
14,400 West First Street,Chico,CA,95929-0150,1761,mixed,18137,0,,,,,,,,,
22,400 West First Street,Chico,CA,95929-0150,644,mixed,18138,0,,,,,,,,,
36,1000 E Victoria St,Carson,CA,90747,1394,terraced,18139,0,,,,,,,,,
21,1000 E Victoria St,Carson,CA,90747,914,mixed,18140,0,,,,,,,,,
4,1000 E Victoria St,Carson,CA,90747,914,mixed,18141,2.4,,,,,,,,,
15,1000 E Victoria St,Carson,CA,90747,1366,terraced,18142,4.3,,,,,,,,,
31,1000 E Victoria St,Carson,CA,90747,914,terraced,18143,4,,,,,,,,,
38,1000 E Victoria St,Carson,CA,90747,1419,terraced,18144,4,,,,,,,,,
20,1000 E Victoria St,Carson,CA,90747,914,mixed,18145,4,,,,,,,,,
6,1000 E Victoria St,Carson,CA,90747,914,terraced,18146,4,,,,,,,,,
19,1000 E Victoria St,Carson,CA,90747,1184,mixed,18147,3.1,,,,,,,,,
34,1000 E Victoria St,Carson,CA,90747,743,mixed,18148,3.1,,,,,,,,,
22,1000 E Victoria St,Carson,CA,90747,572,mixed,18149,3.2,,,,,,,,,
14,1000 E Victoria St,Carson,CA,90747,1761,mixed,18150,3,,,,,,,,,
23,5241 N Maple Ave,Fresno,CA,93740-8027,829,terraced,18151,2.7,,,,,,,,,
39,5241 N Maple Ave,Fresno,CA,93740-8027,644,mixed,18152,3.1,,,,,,,,,
30,5241 N Maple Ave,Fresno,CA,93740-8027,914,terraced,18153,3.4,,,,,,,,,
14,5241 N Maple Ave,Fresno,CA,93740-8027,1131,terraced,18154,3.4,,,,,,,,,
31,5241 N Maple Ave,Fresno,CA,93740-8027,1313,terraced,18155,3.3,,,,,,,,,
13,5241 N Maple Ave,Fresno,CA,93740-8027,868,terraced,18156,3,,,,,,,,,
25,5241 N Maple Ave,Fresno,CA,93740-8027,1131,terraced,18157,3.3,,,,,,,,,
16,5241 N Maple Ave,Fresno,CA,93740-8027,1387,terraced,18158,2.6,,,,,,,,,
9,5241 N Maple Ave,Fresno,CA,93740-8027,1377,terraced,18159,3.4,,,,,,,,,
30,5241 N Maple Ave,Fresno,CA,93740-8027,2092,terraced,18160,3.2,,,,,,,,,
2,5241 N Maple Ave,Fresno,CA,93740-8027,868,terraced,18161,3.6,,,,,,,,,
13,5241 N Maple Ave,Fresno,CA,93740-8027,644,mixed,18162,3.9,,,,,,,,,
1,5241 N Maple Ave,Fresno,CA,93740-8027,910,terraced,18163,2.2,,,,,,,,,
13,5241 N Maple Ave,Fresno,CA,93740-8027,814,terraced,18164,4,,,,,,,,,
20,5241 N Maple Ave,Fresno,CA,93740-8027,1629,terraced,18165,3.3,,,,,,,,,
5,5241 N Maple Ave,Fresno,CA,93740-8027,2056,terraced,18166,3,,,,,,,,,
9,5241 N Maple Ave,Fresno,CA,93740-8027,1149,terraced,18167,3.2,,,,,,,,,
18,5241 N Maple Ave,Fresno,CA,93740-8027,818,terraced,18168,3,,,,,,,,,
5,800 N State College Blvd,Fullerton,CA,92831-3599,1149,terraced,18169,2.7,,,,,,,,,
14,800 N State College Blvd,Fullerton,CA,92831-3599,2337,mixed,18170,3,,,,,,,,,
28,800 N State College Blvd,Fullerton,CA,92831-3599,914,mixed,18171,3,,,,,,,,,
36,800 N State College Blvd,Fullerton,CA,92831-3599,914,mixed,18172,3.2,,,,,,,,,
32,800 N State College Blvd,Fullerton,CA,92831-3599,1366,terraced,18173,3.6,,,,,,,,,
12,800 N State College Blvd,Fullerton,CA,92831-3599,1448,terraced,18174,3.3,,,,,,,,,
27,800 N State College Blvd,Fullerton,CA,92831-3599,572,mixed,18175,3.9,,,,,,,,,
26,800 N State College Blvd,Fullerton,CA,92831-3599,914,mixed,18176,3.8,,,,,,,,,
12,800 N State College Blvd,Fullerton,CA,92831-3599,1184,mixed,18177,3.9,,,,,,,,,
11,800 N State College Blvd,Fullerton,CA,92831-3599,829,terraced,18178,3.4,,,,,,,,,
37,800 N State College Blvd,Fullerton,CA,92831-3599,572,mixed,18179,3.7,,,,,,,,,
7,800 N State College Blvd,Fullerton,CA,92831-3599,914,terraced,18180,3.3,,,,,,,,,
25,800 N State College Blvd,Fullerton,CA,92831-3599,644,mixed,18181,3.5,,,,,,,,,
4,800 N State College Blvd,Fullerton,CA,92831-3599,1448,mixed,18182,3.7,,,,,,,,,
19,800 N State College Blvd,Fullerton,CA,92831-3599,914,mixed,18183,3.5,,,,,,,,,
3,800 N State College Blvd,Fullerton,CA,92831-3599,1366,terraced,18184,3.8,,,,,,,,,
27,800 N State College Blvd,Fullerton,CA,92831-3599,914,mixed,18185,3.1,,,,,,,,,
39,800 N State College Blvd,Fullerton,CA,92831-3599,914,mixed,18186,2.7,,,,,,,,,
18,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,576,corridor,18187,2.8,,,,,,,,,
18,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,644,mixed,18188,3.1,,,,,,,,,
31,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,743,mixed,18189,3.3,,,,,,,,,
11,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,644,mixed,18190,2.7,,,,,,,,,
35,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,829,terraced,18191,2.9,,,,,,,,,
3,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,914,terraced,18192,3.1,,,,,,,,,
4,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,1451,mixed,18193,3.1,,,,,,,,,
13,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,743,mixed,18194,3.3,,,,,,,,,
38,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,868,terraced,18195,3,,,,,,,,,
35,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,868,terraced,18196,3.3,,,,,,,,,
33,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,914,terraced,18197,2.9,,,,,,,,,
38,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,903,terraced,18198,0,,,,,,,,,
21,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,903,terraced,18199,0,,,,,,,,,
17,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,868,terraced,18200,0,,,,,,,,,
12,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,903,terraced,18201,0,,,,,,,,,
18,25800 Carlos Bee Blvd,Hayward,CA,94542-3011,1131,terraced,18202,0,,,,,,,,,
36,1250 Bellflower Blvd,Long Beach,CA,90840-0115,903,corridor,18203,0,,,,,,,,,
27,1250 Bellflower Blvd,Long Beach,CA,90840-0115,903,terraced,18204,0,,,,,,,,,
10,1250 Bellflower Blvd,Long Beach,CA,90840-0115,644,mixed,18205,0,,,,,,,,,
7,1250 Bellflower Blvd,Long Beach,CA,90840-0115,558,mixed,18206,0,,,,,,,,,
14,1250 Bellflower Blvd,Long Beach,CA,90840-0115,910,terraced,18207,0,,,,,,,,,
23,1250 Bellflower Blvd,Long Beach,CA,90840-0115,910,terraced,18208,0,,,,,,,,,
38,1250 Bellflower Blvd,Long Beach,CA,90840-0115,811,terraced,18209,0,,,,,,,,,
6,1250 Bellflower Blvd,Long Beach,CA,90840-0115,587,corridor,18210,0,,,,,,,,,
27,1250 Bellflower Blvd,Long Beach,CA,90840-0115,1629,terraced,18211,0,,,,,,,,,
3,1250 Bellflower Blvd,Long Beach,CA,90840-0115,1483,terraced,18212,0,,,,,,,,,
37,1250 Bellflower Blvd,Long Beach,CA,90840-0115,829,terraced,18213,0,,,,,,,,,
30,1250 Bellflower Blvd,Long Beach,CA,90840-0115,1761,mixed,18214,0,,,,,,,,,
24,1250 Bellflower Blvd,Long Beach,CA,90840-0115,576,corridor,18215,0,,,,,,,,,
16,1250 Bellflower Blvd,Long Beach,CA,90840-0115,576,corridor,18216,0,,,,,,,,,
11,1250 Bellflower Blvd,Long Beach,CA,90840-0115,355,corridor,18217,0,,,,,,,,,
30,1250 Bellflower Blvd,Long Beach,CA,90840-0115,1184,mixed,18218,0,,,,,,,,,
6,1250 Bellflower Blvd,Long Beach,CA,90840-0115,355,corridor,18219,0,,,,,,,,,
20,1250 Bellflower Blvd,Long Beach,CA,90840-0115,1394,terraced,18220,0,,,,,,,,,
38,5151 State University Dr,Los Angeles,CA,90032,829,terraced,18221,0,,,,,,,,,
14,5151 State University Dr,Los Angeles,CA,90032,644,mixed,18222,3.1,,,,,,,,,
16,5151 State University Dr,Los Angeles,CA,90032,743,mixed,18223,3.5,,,,,,,,,
23,5151 State University Dr,Los Angeles,CA,90032,572,mixed,18224,3.7,,,,,,,,,
36,5151 State University Dr,Los Angeles,CA,90032,914,terraced,18225,0,,,,,,,,,
18,5151 State University Dr,Los Angeles,CA,90032,576,corridor,18226,0,,,,,,,,,
1,5151 State University Dr,Los Angeles,CA,90032,1167,terraced,18227,2.9,,,,,,,,,
25,5151 State University Dr,Los Angeles,CA,90032,914,terraced,18228,2.8,,,,,,,,,
8,5151 State University Dr,Los Angeles,CA,90032,1387,terraced,18229,3.1,,,,,,,,,
4,5151 State University Dr,Los Angeles,CA,90032,1131,terraced,18230,3.2,,,,,,,,,
29,5151 State University Dr,Los Angeles,CA,90032,1377,terraced,18231,2.9,,,,,,,,,
24,5151 State University Dr,Los Angeles,CA,90032,868,terraced,18232,3.4,,,,,,,,,
32,5151 State University Dr,Los Angeles,CA,90032,1377,terraced,18233,3,,,,,,,,,
21,5151 State University Dr,Los Angeles,CA,90032,1377,terraced,18234,3.3,,,,,,,,,
8,5151 State University Dr,Los Angeles,CA,90032,868,terraced,18235,3.2,,,,,,,,,
12,18111 Nordhoff St,Northridge,CA,91330-8230,1131,terraced,18236,3.2,,,,,,,,,
32,18111 Nordhoff St,Northridge,CA,91330-8230,1131,terraced,18237,3.3,,,,,,,,,
14,18111 Nordhoff St,Northridge,CA,91330-8230,903,terraced,18238,2.7,,,,,,,,,
3,18111 Nordhoff St,Northridge,CA,91330-8230,914,terraced,18239,2.5,,,,,,,,,
23,18111 Nordhoff St,Northridge,CA,91330-8230,910,terraced,18240,3.2,,,,,,,,,
3,18111 Nordhoff St,Northridge,CA,91330-8230,508,corridor,18241,3.9,,,,,,,,,
9,18111 Nordhoff St,Northridge,CA,91330-8230,1412,terraced,18242,3.8,,,,,,,,,
22,18111 Nordhoff St,Northridge,CA,91330-8230,1448,mixed,18243,3.6,,,,,,,,,
15,18111 Nordhoff St,Northridge,CA,91330-8230,1184,mixed,18244,3.7,,,,,,,,,
15,18111 Nordhoff St,Northridge,CA,91330-8230,644,mixed,18245,3.6,,,,,,,,,
19,18111 Nordhoff St,Northridge,CA,91330-8230,644,mixed,18246,3.5,,,,,,,,,
14,18111 Nordhoff St,Northridge,CA,91330-8230,572,mixed,18247,3.6,,,,,,,,,
4,18111 Nordhoff St,Northridge,CA,91330-8230,644,mixed,18248,0,,,,,,,,,
12,18111 Nordhoff St,Northridge,CA,91330-8230,644,mixed,18249,0,,,,,,,,,
29,18111 Nordhoff St,Northridge,CA,91330-8230,914,mixed,18250,0,,,,,,,,,
30,6000 J St,Sacramento,CA,95819-6083,743,mixed,18251,2.4,,,,,,,,,
10,6000 J St,Sacramento,CA,95819-6083,1419,terraced,18252,3.8,,,,,,,,,
38,6000 J St,Sacramento,CA,95819-6083,572,mixed,18253,4,,,,,,,,,
33,6000 J St,Sacramento,CA,95819-6083,914,terraced,18254,2.9,,,,,,,,,
1,6000 J St,Sacramento,CA,95819-6083,914,mixed,18255,2.8,,,,,,,,,
3,6000 J St,Sacramento,CA,95819-6083,914,terraced,18256,2.9,,,,,,,,,
20,6000 J St,Sacramento,CA,95819-6083,572,mixed,18257,2.7,,,,,,,,,
14,6000 J St,Sacramento,CA,95819-6083,914,mixed,18258,2.8,,,,,,,,,
33,6000 J St,Sacramento,CA,95819-6083,914,terraced,18259,2.9,,,,,,,,,
21,6000 J St,Sacramento,CA,95819-6083,572,mixed,18260,0,,,,,,,,,
28,6000 J St,Sacramento,CA,95819-6083,644,mixed,18261,2.9,,,,,,,,,
5,6000 J St,Sacramento,CA,95819-6083,914,mixed,18262,3.3,,,,,,,,,
2,6000 J St,Sacramento,CA,95819-6083,1643,terraced,18263,3.4,,,,,,,,,
26,6000 J St,Sacramento,CA,95819-6083,868,terraced,18264,3.2,,,,,,,,,
8,6000 J St,Sacramento,CA,95819-6083,868,terraced,18265,3,,,,,,,,,
5,6000 J St,Sacramento,CA,95819-6083,914,terraced,18266,3.1,,,,,,,,,
4,6000 J St,Sacramento,CA,95819-6083,868,terraced,18267,2.7,,,,,,,,,
21,6000 J St,Sacramento,CA,95819-6083,903,terraced,18268,2.9,,,,,,,,,
18,6000 J St,Sacramento,CA,95819-6083,914,terraced,18269,3.1,,,,,,,,,
21,200 California Hall,Berkeley,CA,94720-1500,914,terraced,18270,3.5,,,,,,,,,
38,200 California Hall,Berkeley,CA,94720-1500,1519,terraced,18271,3.6,,,,,,,,,
38,200 California Hall,Berkeley,CA,94720-1500,868,terraced,18272,3.6,,,,,,,,,
17,200 California Hall,Berkeley,CA,94720-1500,644,mixed,18273,3.6,,,,,,,,,
21,200 California Hall,Berkeley,CA,94720-1500,644,mixed,18274,3.7,,,,,,,,,
26,200 California Hall,Berkeley,CA,94720-1500,1160,terraced,18275,0,,,,,,,,,
2,200 California Hall,Berkeley,CA,94720-1500,914,terraced,18276,2.4,,,,,,,,,
6,200 California Hall,Berkeley,CA,94720-1500,910,terraced,18277,2.2,,,,,,,,,
35,200 California Hall,Berkeley,CA,94720-1500,814,terraced,18278,3.2,,,,,,,,,
1,200 California Hall,Berkeley,CA,94720-1500,1103,terraced,18279,4.6,,,,,,,,,
37,200 California Hall,Berkeley,CA,94720-1500,914,mixed,18280,3.9,,,,,,,,,
25,One Shields Avenue,Davis,CA,95616-8678,914,mixed,18281,4.7,,,,,,,,,
18,One Shields Avenue,Davis,CA,95616-8678,355,corridor,18282,4.1,,,,,,,,,
26,One Shields Avenue,Davis,CA,95616-8678,572,mixed,18283,4.2,,,,,,,,,
10,One Shields Avenue,Davis,CA,95616-8678,914,terraced,18284,4.1,,,,,,,,,
10,One Shields Avenue,Davis,CA,95616-8678,914,terraced,18285,4.4,,,,,,,,,
11,One Shields Avenue,Davis,CA,95616-8678,1451,mixed,18286,4.4,,,,,,,,,
25,One Shields Avenue,Davis,CA,95616-8678,914,mixed,18287,4.1,,,,,,,,,
2,One Shields Avenue,Davis,CA,95616-8678,644,mixed,18288,4,,,,,,,,,
27,One Shields Avenue,Davis,CA,95616-8678,914,terraced,18289,4.9,,,,,,,,,
17,One Shields Avenue,Davis,CA,95616-8678,1761,mixed,18290,3.6,,,,,,,,,
31,One Shields Avenue,Davis,CA,95616-8678,1103,terraced,18291,3.6,,,,,,,,,
9,One Shields Avenue,Davis,CA,95616-8678,743,mixed,18292,4.1,,,,,,,,,
17,One Shields Avenue,Davis,CA,95616-8678,914,mixed,18293,4.2,,,,,,,,,
18,One Shields Avenue,Davis,CA,95616-8678,914,mixed,18294,4.1,,,,,,,,,
24,One Shields Avenue,Davis,CA,95616-8678,644,mixed,18295,4.1,,,,,,,,,
18,510 Aldrich Hall,Irvine,CA,92697-1000,572,mixed,18296,4.3,,,,,,,,,
20,510 Aldrich Hall,Irvine,CA,92697-1000,914,mixed,18297,4,,,,,,,,,
30,510 Aldrich Hall,Irvine,CA,92697-1000,355,corridor,18298,4.3,,,,,,,,,
38,510 Aldrich Hall,Irvine,CA,92697-1000,1394,terraced,18299,4.3,,,,,,,,,
30,510 Aldrich Hall,Irvine,CA,92697-1000,1366,terraced,18300,4.3,,,,,,,,,
1,510 Aldrich Hall,Irvine,CA,92697-1000,644,mixed,18301,4.9,,,,,,,,,
21,510 Aldrich Hall,Irvine,CA,92697-1000,1448,mixed,18302,4.7,,,,,,,,,
10,510 Aldrich Hall,Irvine,CA,92697-1000,743,mixed,18303,3.8,,,,,,,,,
19,510 Aldrich Hall,Irvine,CA,92697-1000,868,terraced,18304,4.6,,,,,,,,,
33,405 Hilgard Ave,Los Angeles,CA,90095,1131,terraced,18305,4,,,,,,,,,
6,405 Hilgard Ave,Los Angeles,CA,90095,868,terraced,18306,4.3,,,,,,,,,
35,405 Hilgard Ave,Los Angeles,CA,90095,1313,terraced,18307,4.9,,,,,,,,,
7,405 Hilgard Ave,Los Angeles,CA,90095,1643,terraced,18308,4.8,,,,,,,,,
4,405 Hilgard Ave,Los Angeles,CA,90095,868,terraced,18309,4.2,,,,,,,,,
12,405 Hilgard Ave,Los Angeles,CA,90095,1387,terraced,18310,4.2,,,,,,,,,
34,405 Hilgard Ave,Los Angeles,CA,90095,1131,terraced,18311,4.4,,,,,,,,,
33,405 Hilgard Ave,Los Angeles,CA,90095,779,corridor,18312,4.1,,,,,,,,,
7,405 Hilgard Ave,Los Angeles,CA,90095,1519,terraced,18313,4.1,,,,,,,,,
6,405 Hilgard Ave,Los Angeles,CA,90095,644,mixed,18314,4.2,,,,,,,,,
30,405 Hilgard Ave,Los Angeles,CA,90095,910,terraced,18315,4.7,,,,,,,,,
35,405 Hilgard Ave,Los Angeles,CA,90095,910,terraced,18316,3.9,,,,,,,,,
16,405 Hilgard Ave,Los Angeles,CA,90095,814,terraced,18317,4.1,,,,,,,,,
28,405 Hilgard Ave,Los Angeles,CA,90095,811,terraced,18318,3.7,,,,,,,,,
27,405 Hilgard Ave,Los Angeles,CA,90095,587,corridor,18319,4.1,,,,,,,,,
12,405 Hilgard Ave,Los Angeles,CA,90095,451,corridor,18320,4.1,,,,,,,,,
15,405 Hilgard Ave,Los Angeles,CA,90095,1149,terraced,18321,4.1,,,,,,,,,
31,405 Hilgard Ave,Los Angeles,CA,90095,914,terraced,18322,3.9,,,,,,,,,
28,405 Hilgard Ave,Los Angeles,CA,90095,1103,terraced,18323,4.2,,,,,,,,,
3,405 Hilgard Ave,Los Angeles,CA,90095,572,mixed,18324,4,,,,,,,,,
22,405 Hilgard Ave,Los Angeles,CA,90095,914,mixed,18325,3.8,,,,,,,,,
19,405 Hilgard Ave,Los Angeles,CA,90095,829,terraced,18326,4,,,,,,,,,
30,405 Hilgard Ave,Los Angeles,CA,90095,1394,terraced,18327,3.8,,,,,,,,,
27,405 Hilgard Ave,Los Angeles,CA,90095,829,terraced,18328,4.3,,,,,,,,,
27,405 Hilgard Ave,Los Angeles,CA,90095,1451,mixed,18329,3.1,,,,,,,,,
33,405 Hilgard Ave,Los Angeles,CA,90095,914,terraced,18330,3.9,,,,,,,,,
11,405 Hilgard Ave,Los Angeles,CA,90095,355,corridor,18331,3.8,,,,,,,,,
10,405 Hilgard Ave,Los Angeles,CA,90095,1394,terraced,18332,3.9,,,,,,,,,
22,900 University Ave,Riverside,CA,92521,1167,terraced,18333,4,,,,,,,,,
10,900 University Ave,Riverside,CA,92521,1288,mixed,18334,4.3,,,,,,,,,
36,900 University Ave,Riverside,CA,92521,914,terraced,18335,4.1,,,,,,,,,
19,900 University Ave,Riverside,CA,92521,743,mixed,18336,4.3,,,,,,,,,
28,9500 Gilman Dr,La Jolla,CA,92093,914,mixed,18337,4,,,,,,,,,
33,9500 Gilman Dr,La Jolla,CA,92093,644,corridor,18338,4.7,,,,,,,,,
30,9500 Gilman Dr,La Jolla,CA,92093,1288,mixed,18339,3.9,,,,,,,,,
31,9500 Gilman Dr,La Jolla,CA,92093,914,terraced,18340,4,,,,,,,,,
38,9500 Gilman Dr,La Jolla,CA,92093,914,mixed,18341,4.4,,,,,,,,,
15,9500 Gilman Dr,La Jolla,CA,92093,914,mixed,18342,4.4,,,,,,,,,
15,9500 Gilman Dr,La Jolla,CA,92093,743,mixed,18343,4,,,,,,,,,
25,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,644,mixed,18344,4.3,,,,,,,,,
14,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,644,mixed,18345,3.9,,,,,,,,,
26,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,829,terraced,18346,4.2,,,,,,,,,
17,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,914,mixed,18347,4,,,,,,,,,
3,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,644,mixed,18348,4.5,,,,,,,,,
32,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,743,mixed,18349,4.3,,,,,,,,,
24,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,914,mixed,18350,4.9,,,,,,,,,
9,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,572,mixed,18351,4.2,,,,,,,,,
25,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,1167,terraced,18352,4.1,,,,,,,,,
6,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,644,mixed,18353,4.3,,,,,,,,,
19,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,829,terraced,18354,4.3,,,,,,,,,
36,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,644,mixed,18355,2.6,,,,,,,,,
3,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,743,mixed,18356,3.9,,,,,,,,,
28,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,914,mixed,18357,3.7,,,,,,,,,
2,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,1387,terraced,18358,3.3,,,,,,,,,
34,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,903,corridor,18359,3.3,,,,,,,,,
33,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,868,terraced,18360,3.9,,,,,,,,,
16,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,914,terraced,18361,4,,,,,,,,,
14,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,1377,terraced,18362,4,,,,,,,,,
20,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,1519,terraced,18363,3.5,,,,,,,,,
29,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,903,terraced,18364,3.6,,,,,,,,,
6,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,644,mixed,18365,3.9,,,,,,,,,
39,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,811,terraced,18366,4.1,,,,,,,,,
7,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,910,terraced,18367,4.1,,,,,,,,,
31,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,1149,terraced,18368,3.9,,,,,,,,,
10,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,640,corridor,18369,3.9,,,,,,,,,
5,"500 Parnassus Avenue, MU200W",San Francisco,CA,94143,572,mixed,18370,3.8,,,,,,,,,
1,552 University Road,Santa Barbara,CA,93106-2030,644,mixed,18371,4.3,,,,,,,,,
11,552 University Road,Santa Barbara,CA,93106-2030,914,terraced,18372,3.4,,,,,,,,,
8,552 University Road,Santa Barbara,CA,93106-2030,1103,terraced,18373,3.6,,,,,,,,,
15,552 University Road,Santa Barbara,CA,93106-2030,914,mixed,18374,4.1,,,,,,,,,
24,552 University Road,Santa Barbara,CA,93106-2030,644,mixed,18375,3.9,,,,,,,,,
39,552 University Road,Santa Barbara,CA,93106-2030,914,terraced,18376,3.7,,,,,,,,,
5,552 University Road,Santa Barbara,CA,93106-2030,914,terraced,18377,4,,,,,,,,,
39,1156 High St,Santa Cruz,CA,95064,1394,terraced,18378,4.6,,,,,,,,,
38,1156 High St,Santa Cruz,CA,95064,1394,terraced,18379,3.8,,,,,,,,,
25,1156 High St,Santa Cruz,CA,95064,914,mixed,18380,4.4,,,,,,,,,
17,1069 East Meadow Circle,Palo Alto,CA,94303,829,terraced,18381,4.2,,,,,,,,,
10,1069 East Meadow Circle,Palo Alto,CA,94303,644,corridor,18382,4.2,,,,,,,,,
8,1069 East Meadow Circle,Palo Alto,CA,94303,829,terraced,18383,4.5,,,,,,,,,
26,1600 California Drive,Vacaville,CA,95688,1419,terraced,18384,3.7,,,,,,,,,
28,1115 Fifteenth Street,Modesto,CA,95354,829,terraced,18385,4,,,,,,,,,
35,5364 E. Belmont Avenue,Fresno,CA,93727,914,mixed,18386,3.7,,,,,,,,,
14,5364 E. Belmont Avenue,Fresno,CA,93727,1394,terraced,18387,3.7,,,,,,,,,
24,925 North Spurgeon Street,Santa Ana,CA,92701,1184,mixed,18388,4,,,,,,,,,
9,"6602 Convoy Ct., Ste. 100",San Diego,CA,92111,868,terraced,18389,4.4,,,,,,,,,
38,"6602 Convoy Ct., Ste. 100",San Diego,CA,92111,914,terraced,18390,4,,,,,,,,,
10,"8011 University Avenue, Suite A-2",La Mesa,CA,91941-5055,868,terraced,18391,4.2,,,,,,,,,
1,"8011 University Avenue, Suite A-2",La Mesa,CA,91941-5055,1327,corridor,18392,4.3,,,,,,,,,
37,24700 W McBean Pky,Valencia,CA,91355,1131,terraced,18393,4.2,,,,,,,,,
1,24700 W McBean Pky,Valencia,CA,91355,644,mixed,18394,3.5,,,,,,,,,
38,24700 W McBean Pky,Valencia,CA,91355,910,terraced,18395,4.3,,,,,,,,,
28,24700 W McBean Pky,Valencia,CA,91355,910,terraced,18396,4.3,,,,,,,,,
33,24700 W McBean Pky,Valencia,CA,91355,910,terraced,18397,3.6,,,,,,,,,
19,24700 W McBean Pky,Valencia,CA,91355,636,terraced,18398,4.6,,,,,,,,,
31,24700 W McBean Pky,Valencia,CA,91355,910,corridor,18399,4.2,,,,,,,,,
20,200 Maritime Academy Drive,Vallejo,CA,94590-8181,793,corridor,18400,4.8,,,,,,,,,
32,200 Maritime Academy Drive,Vallejo,CA,94590-8181,2056,terraced,18401,3.9,,,,,,,,,
17,200 Maritime Academy Drive,Vallejo,CA,94590-8181,1149,terraced,18402,4.4,,,,,,,,,
15,200 Maritime Academy Drive,Vallejo,CA,94590-8181,1437,terraced,18403,4.2,,,,,,,,,
15,225 Cedar St,San Diego,CA,92101-3046,644,mixed,18404,4.4,,,,,,,,,
2,4200 Farm Hill Blvd.,Redwood City,CA,94061-1099,644,mixed,18405,4,,,,,,,,,
15,4200 Farm Hill Blvd.,Redwood City,CA,94061-1099,572,mixed,18406,4.2,,,,,,,,,
17,26455 Rockwell Canyon Rd,Santa Clarita,CA,91355-1899,572,mixed,18407,4.6,,,,,,,,,
6,26455 Rockwell Canyon Rd,Santa Clarita,CA,91355-1899,640,corridor,18408,3.9,,,,,,,,,
30,12471 Valley View,Garden Grove,CA,92845-0000,829,terraced,18409,4.9,,,,,,,,,
34,6725 Kester Avenue,Van Nuys,CA,91405,743,mixed,18410,3.5,,,,,,,,,
27,6725 Kester Avenue,Van Nuys,CA,91405,914,mixed,18411,4.2,,,,,,,,,
11,6725 Kester Avenue,Van Nuys,CA,91405,1167,terraced,18412,4.3,,,,,,,,,
32,6725 Kester Avenue,Van Nuys,CA,91405,1419,terraced,18413,4.4,,,,,,,,,
28,6725 Kester Avenue,Van Nuys,CA,91405,914,mixed,18414,4.9,,,,,,,,,
39,6725 Kester Avenue,Van Nuys,CA,91405,576,corridor,18415,3.6,,,,,,,,,
15,6725 Kester Avenue,Van Nuys,CA,91405,1103,terraced,18416,4.1,,,,,,,,,
17,3295 Market St,San Diego,CA,92102,644,mixed,18417,4,,,,,,,,,
21,701 Vine St,San Jose,CA,95110,640,corridor,18418,4.9,,,,,,,,,
26,701 Vine St,San Jose,CA,95110,355,corridor,18419,4.5,,,,,,,,,
4,701 Vine St,San Jose,CA,95110,914,terraced,18420,4.6,,,,,,,,,
13,701 Vine St,San Jose,CA,95110,914,mixed,18421,3.5,,,,,,,,,
38,701 Vine St,San Jose,CA,95110,868,terraced,18422,3.9,,,,,,,,,
11,701 Vine St,San Jose,CA,95110,868,terraced,18423,3.7,,,,,,,,,
