ApartmentId,RoomType,ShareBath,FloorType,
2420,Master Bedroom,0,Laminate,
824,Master Bedroom,1,HardWood,
10231,Other,0,Laminate,
8897,Other,0,Laminate,
3401,Other,0,HardWood,
4193,Guest Bedroom,0,Carpet,
6968,Other,1,Other,
11244,Guest Bedroom,1,Laminate,
8019,Other,0,HardWood,
6894,Master Bedroom,1,Laminate,
1357,Guest Bedroom,0,Laminate,
4188,Guest Bedroom,0,Other,
859,Master Bedroom,0,Other,
3725,Master Bedroom,0,Carpet,
10143,Master Bedroom,0,Other,
7760,Master Bedroom,0,Carpet,
2176,Guest Bedroom,0,Other,
11356,Other,1,HardWood,
1657,Other,1,Laminate,
4507,Master Bedroom,1,Other,
308,Guest Bedroom,0,HardWood,
1645,Master Bedroom,0,Carpet,
1372,Guest Bedroom,0,Carpet,
9329,Other,0,Other,
2955,Guest Bedroom,1,Other,
6819,Guest Bedroom,1,Carpet,
6774,Guest Bedroom,1,Carpet,
8363,Guest Bedroom,1,Carpet,
1146,Other,0,Other,
3288,Other,0,Carpet,
5147,Other,0,HardWood,
1529,Master Bedroom,1,Laminate,
208,Guest Bedroom,0,Other,
3934,Guest Bedroom,1,Carpet,
6150,Other,0,HardWood,
5243,Other,0,Other,
5971,Master Bedroom,0,Carpet,
8587,Guest Bedroom,0,HardWood,
9176,Guest Bedroom,1,Carpet,
3071,Other,0,Other,
10117,Other,0,Other,
1577,Other,0,Carpet,
3342,Other,0,Other,
10021,Master Bedroom,1,Other,
393,Master Bedroom,0,Carpet,
1865,Guest Bedroom,0,Carpet,
9113,Other,1,HardWood,
2981,Guest Bedroom,1,HardWood,
6280,Guest Bedroom,0,Other,
998,Master Bedroom,0,Other,
4353,Guest Bedroom,0,HardWood,
6222,Other,0,Carpet,
10601,Master Bedroom,1,HardWood,
1790,Guest Bedroom,1,HardWood,
9280,Master Bedroom,1,Carpet,
7183,Master Bedroom,0,Carpet,
9854,Other,1,HardWood,
2492,Guest Bedroom,1,Other,
7460,Other,0,Other,
2664,Master Bedroom,0,Other,
4176,Other,1,HardWood,
9003,Guest Bedroom,0,Laminate,
5437,Guest Bedroom,1,Carpet,
899,Other,0,HardWood,
6264,Guest Bedroom,1,Laminate,
3929,Other,1,Carpet,
5926,Master Bedroom,1,Carpet,
2746,Other,0,HardWood,
1825,Guest Bedroom,1,Carpet,
5927,Other,0,Other,
6920,Other,0,HardWood,
1358,Other,1,Carpet,
8366,Other,0,Laminate,
6196,Other,1,Carpet,
3080,Guest Bedroom,0,Carpet,
1909,Master Bedroom,1,Carpet,
10149,Guest Bedroom,0,Other,
9753,Master Bedroom,0,HardWood,
4971,Other,0,HardWood,
7922,Master Bedroom,1,Other,
4630,Guest Bedroom,0,Laminate,
4279,Other,1,Carpet,
6480,Guest Bedroom,0,Laminate,
7903,Other,1,Carpet,
2285,Master Bedroom,1,HardWood,
4551,Guest Bedroom,1,Laminate,
10854,Master Bedroom,0,HardWood,
2908,Other,0,Laminate,
5006,Guest Bedroom,1,Other,
3741,Other,0,Laminate,
3162,Other,1,HardWood,
8892,Master Bedroom,0,HardWood,
8041,Other,1,Carpet,
8503,Guest Bedroom,0,Laminate,
457,Other,0,Laminate,
5074,Guest Bedroom,1,Laminate,
245,Other,1,Laminate,
1562,Other,1,Laminate,
996,Guest Bedroom,0,Carpet,
8911,Other,0,HardWood,
11332,Master Bedroom,1,Laminate,
8344,Other,0,Carpet,
8807,Other,0,Laminate,
4427,Other,0,HardWood,
6528,Other,1,Laminate,
8710,Other,1,HardWood,
1862,Master Bedroom,0,Other,
10078,Master Bedroom,1,Carpet,
9802,Master Bedroom,0,HardWood,
5414,Master Bedroom,1,HardWood,
9288,Master Bedroom,0,Carpet,
7090,Master Bedroom,1,Carpet,
11361,Guest Bedroom,1,HardWood,
4980,Master Bedroom,1,HardWood,
4037,Master Bedroom,1,Laminate,
6468,Other,0,Laminate,
9786,Master Bedroom,1,Other,
9980,Master Bedroom,0,Other,
10320,Guest Bedroom,0,Laminate,
5895,Guest Bedroom,0,HardWood,
2691,Master Bedroom,1,HardWood,
9199,Master Bedroom,0,HardWood,
6236,Master Bedroom,1,HardWood,
7818,Other,0,Carpet,
10158,Other,0,Other,
968,Other,1,HardWood,
6076,Other,0,HardWood,
5978,Guest Bedroom,1,HardWood,
7319,Other,0,Laminate,
838,Guest Bedroom,0,Laminate,
6792,Guest Bedroom,1,HardWood,
5572,Master Bedroom,0,Other,
6035,Other,1,Laminate,
151,Guest Bedroom,1,Carpet,
7540,Master Bedroom,1,HardWood,
5129,Other,1,HardWood,
2504,Other,0,Carpet,
9139,Guest Bedroom,0,Laminate,
8086,Master Bedroom,0,HardWood,
10293,Guest Bedroom,0,Other,
8095,Master Bedroom,1,Laminate,
1536,Master Bedroom,1,Other,
10340,Guest Bedroom,1,HardWood,
4234,Other,0,Laminate,
4304,Guest Bedroom,1,Carpet,
8721,Other,0,Other,
761,Guest Bedroom,0,Carpet,
8176,Other,1,Other,
5878,Guest Bedroom,0,Carpet,
2335,Master Bedroom,0,HardWood,
8753,Guest Bedroom,1,Carpet,
6857,Guest Bedroom,0,Other,
6088,Master Bedroom,0,HardWood,
5519,Other,0,Other,
9669,Master Bedroom,1,Laminate,
6118,Other,0,HardWood,
7338,Other,0,HardWood,
3171,Other,0,Laminate,
4601,Other,1,Other,
4916,Other,0,Other,
120,Guest Bedroom,1,Carpet,
5560,Master Bedroom,1,Other,
9496,Master Bedroom,0,Laminate,
9941,Master Bedroom,1,Other,
7201,Master Bedroom,0,HardWood,
10230,Other,1,Other,
3308,Master Bedroom,1,HardWood,
3673,Master Bedroom,1,Other,
5783,Master Bedroom,0,Laminate,
1998,Master Bedroom,0,HardWood,
1497,Other,1,HardWood,
4324,Master Bedroom,1,HardWood,
8366,Guest Bedroom,1,Laminate,
3104,Master Bedroom,1,Laminate,
4960,Other,1,Other,
11221,Other,0,HardWood,
2137,Other,1,Carpet,
3713,Guest Bedroom,0,Laminate,
2650,Master Bedroom,0,Carpet,
7748,Other,1,Laminate,
7998,Guest Bedroom,1,Laminate,
6910,Other,0,Other,
4967,Guest Bedroom,1,Carpet,
10932,Master Bedroom,0,Other,
6454,Guest Bedroom,0,HardWood,
2718,Master Bedroom,0,Laminate,
9154,Guest Bedroom,1,Carpet,
5290,Master Bedroom,1,Carpet,
4556,Guest Bedroom,0,HardWood,
4752,Guest Bedroom,0,Laminate,
7735,Master Bedroom,1,Other,
5513,Guest Bedroom,0,Carpet,
8038,Other,1,HardWood,
3561,Other,1,HardWood,
9580,Guest Bedroom,1,HardWood,
2744,Guest Bedroom,1,Carpet,
9951,Other,1,Laminate,
8273,Master Bedroom,1,Laminate,
5662,Other,1,Other,
4247,Other,1,Other,
9853,Master Bedroom,0,Other,
2033,Other,0,Carpet,
3684,Other,1,Laminate,
1459,Master Bedroom,0,Laminate,
327,Other,1,Carpet,
9211,Other,0,Carpet,
10135,Other,0,HardWood,
187,Other,0,HardWood,
7025,Other,1,HardWood,
10692,Other,0,Laminate,
7640,Guest Bedroom,1,Other,
10914,Other,1,Carpet,
2268,Master Bedroom,0,HardWood,
3669,Master Bedroom,0,Laminate,
10008,Other,1,Carpet,
1352,Guest Bedroom,1,Other,
358,Guest Bedroom,1,HardWood,
4827,Guest Bedroom,0,Other,
2091,Master Bedroom,0,Other,
2047,Guest Bedroom,1,HardWood,
5278,Guest Bedroom,1,Carpet,
1529,Other,1,Other,
8040,Guest Bedroom,0,HardWood,
761,Guest Bedroom,1,HardWood,
10164,Other,0,HardWood,
615,Other,0,Laminate,
10640,Master Bedroom,1,HardWood,
5800,Guest Bedroom,1,Other,
7996,Other,0,Other,
1020,Master Bedroom,0,Other,
668,Master Bedroom,0,Carpet,
7734,Other,1,Carpet,
10149,Guest Bedroom,0,Laminate,
6853,Guest Bedroom,1,Other,
7750,Master Bedroom,1,Other,
10235,Other,1,Other,
5599,Other,0,Laminate,
409,Other,1,Carpet,
10698,Master Bedroom,1,Laminate,
7550,Other,0,Laminate,
1973,Master Bedroom,0,Other,
4775,Guest Bedroom,0,Other,
948,Master Bedroom,1,Carpet,
3732,Guest Bedroom,1,Carpet,
11448,Master Bedroom,1,Carpet,
466,Other,0,HardWood,
5666,Other,0,HardWood,
7373,Guest Bedroom,1,HardWood,
8685,Master Bedroom,0,HardWood,
7936,Master Bedroom,0,Carpet,
11152,Guest Bedroom,0,Carpet,
5971,Master Bedroom,0,Carpet,
1138,Master Bedroom,0,Carpet,
1640,Guest Bedroom,1,HardWood,
2647,Other,0,Other,
9394,Guest Bedroom,0,Carpet,
3591,Other,0,Other,
23,Other,1,Laminate,
2709,Guest Bedroom,0,Carpet,
1102,Master Bedroom,0,Other,
9849,Other,0,Laminate,
5933,Other,1,Laminate,
4955,Master Bedroom,0,Carpet,
7077,Master Bedroom,1,Laminate,
6496,Master Bedroom,0,HardWood,
9879,Guest Bedroom,0,Laminate,
1744,Guest Bedroom,1,Other,
5195,Master Bedroom,0,HardWood,
3647,Other,1,Carpet,
3427,Master Bedroom,1,Carpet,
4284,Master Bedroom,1,Carpet,
7052,Other,0,Laminate,
3339,Master Bedroom,1,HardWood,
10515,Other,0,HardWood,
3418,Master Bedroom,1,Carpet,
5519,Other,0,Carpet,
9824,Other,0,Other,
2965,Master Bedroom,0,Laminate,
1841,Guest Bedroom,1,Carpet,
1085,Other,0,HardWood,
2269,Guest Bedroom,0,HardWood,
8432,Other,1,Other,
1060,Master Bedroom,0,Laminate,
10379,Guest Bedroom,1,Laminate,
8303,Master Bedroom,1,Carpet,
4685,Guest Bedroom,1,Laminate,
4405,Master Bedroom,0,Other,
11071,Other,1,Laminate,
3040,Guest Bedroom,1,Carpet,
8121,Guest Bedroom,0,Carpet,
6569,Guest Bedroom,1,HardWood,
7884,Master Bedroom,1,Other,
6790,Guest Bedroom,0,Other,
4750,Guest Bedroom,0,Other,
6776,Other,1,Carpet,
7986,Other,1,Laminate,
240,Guest Bedroom,1,HardWood,
108,Guest Bedroom,0,Carpet,
9598,Guest Bedroom,0,Carpet,
7989,Master Bedroom,0,Laminate,
5870,Guest Bedroom,1,Other,
8678,Master Bedroom,1,Carpet,
7345,Master Bedroom,0,Other,
10472,Guest Bedroom,0,Laminate,
2433,Other,1,Laminate,
5261,Master Bedroom,0,Other,
1616,Guest Bedroom,0,Carpet,
4607,Master Bedroom,1,Carpet,
3349,Master Bedroom,0,Carpet,
4394,Other,0,Carpet,
1394,Other,0,Carpet,
9016,Other,1,Carpet,
7401,Guest Bedroom,0,HardWood,
1195,Master Bedroom,1,Other,
2315,Other,1,HardWood,
10901,Master Bedroom,0,Laminate,
6695,Master Bedroom,0,Other,
2428,Guest Bedroom,1,Other,
1379,Other,0,Other,
7317,Guest Bedroom,0,Other,
8499,Other,1,Other,
1302,Other,0,HardWood,
10226,Master Bedroom,1,Carpet,
7574,Master Bedroom,1,Other,
3545,Other,0,Laminate,
7699,Other,0,HardWood,
9192,Master Bedroom,1,HardWood,
5101,Other,1,Other,
838,Other,0,Laminate,
10375,Master Bedroom,0,Laminate,
6921,Master Bedroom,1,HardWood,
1925,Other,0,Other,
9155,Master Bedroom,0,Laminate,
3482,Other,1,Other,
10474,Guest Bedroom,0,Other,
5871,Master Bedroom,1,Other,
638,Master Bedroom,0,Other,
3018,Other,0,Carpet,
6742,Other,1,HardWood,
556,Guest Bedroom,1,HardWood,
11201,Master Bedroom,0,Laminate,
5653,Guest Bedroom,0,HardWood,
3565,Master Bedroom,1,Laminate,
845,Master Bedroom,0,HardWood,
1364,Guest Bedroom,1,Carpet,
1376,Other,0,HardWood,
2679,Other,0,HardWood,
1933,Other,1,HardWood,
3539,Guest Bedroom,0,Laminate,
8811,Master Bedroom,1,HardWood,
10648,Master Bedroom,0,Laminate,
7438,Guest Bedroom,1,Carpet,
8311,Master Bedroom,1,Other,
11516,Other,1,HardWood,
8114,Guest Bedroom,0,HardWood,
10893,Master Bedroom,1,HardWood,
3450,Other,0,Other,
11417,Other,0,HardWood,
3808,Guest Bedroom,1,Carpet,
535,Guest Bedroom,1,Laminate,
2181,Guest Bedroom,1,Other,
10853,Master Bedroom,1,Carpet,
425,Guest Bedroom,0,Carpet,
4412,Other,0,HardWood,
1397,Guest Bedroom,1,Laminate,
1211,Other,0,Carpet,
9852,Other,0,Carpet,
6902,Guest Bedroom,0,Carpet,
10958,Guest Bedroom,0,HardWood,
187,Guest Bedroom,0,Other,
10504,Guest Bedroom,0,Other,
2269,Master Bedroom,1,HardWood,
7706,Master Bedroom,0,HardWood,
7153,Master Bedroom,1,HardWood,
7141,Other,1,Carpet,
210,Master Bedroom,1,HardWood,
6414,Guest Bedroom,1,Laminate,
7113,Guest Bedroom,1,Carpet,
250,Master Bedroom,0,Other,
10154,Other,1,HardWood,
6137,Other,0,HardWood,
3750,Master Bedroom,0,Laminate,
8582,Guest Bedroom,0,Carpet,
7167,Other,1,Other,
213,Master Bedroom,0,Laminate,
3386,Master Bedroom,0,Carpet,
7349,Guest Bedroom,1,Other,
8177,Master Bedroom,1,Carpet,
4581,Guest Bedroom,0,Carpet,
6025,Other,1,Laminate,
9186,Other,0,HardWood,
9847,Master Bedroom,0,Carpet,
4900,Master Bedroom,0,HardWood,
9669,Other,0,Other,
6882,Guest Bedroom,0,HardWood,
3290,Other,1,Laminate,
541,Master Bedroom,0,Laminate,
7399,Guest Bedroom,0,Carpet,
8418,Other,1,HardWood,
9980,Other,0,Laminate,
1767,Master Bedroom,1,Laminate,
6223,Master Bedroom,1,Carpet,
1928,Guest Bedroom,0,Carpet,
1019,Other,1,Laminate,
8639,Guest Bedroom,0,Other,
2391,Other,1,HardWood,
1633,Other,0,Carpet,
48,Guest Bedroom,0,Other,
2400,Other,0,Laminate,
7149,Other,1,HardWood,
6674,Other,1,Carpet,
1161,Other,0,Other,
1173,Master Bedroom,1,Laminate,
5813,Other,0,Carpet,
10252,Guest Bedroom,1,HardWood,
5525,Guest Bedroom,0,Laminate,
3985,Master Bedroom,0,Laminate,
4086,Guest Bedroom,0,Carpet,
8530,Guest Bedroom,1,Carpet,
4898,Guest Bedroom,1,Carpet,
1209,Other,1,HardWood,
2281,Other,1,Carpet,
7841,Guest Bedroom,0,Laminate,
4445,Other,0,Laminate,
10235,Master Bedroom,1,HardWood,
10954,Guest Bedroom,0,HardWood,
11513,Guest Bedroom,0,Other,
1115,Other,0,Carpet,
7643,Other,0,Other,
8568,Other,1,Carpet,
7607,Other,0,HardWood,
8028,Guest Bedroom,1,Carpet,
303,Guest Bedroom,1,Laminate,
6792,Other,0,Other,
2301,Guest Bedroom,1,Carpet,
8690,Guest Bedroom,0,Other,
652,Other,1,Laminate,
8417,Master Bedroom,0,Carpet,
4492,Guest Bedroom,1,Laminate,
10192,Other,0,Carpet,
393,Other,0,Laminate,
10,Master Bedroom,1,Other,
8247,Guest Bedroom,1,Laminate,
5262,Other,0,Laminate,
10685,Guest Bedroom,1,Laminate,
9950,Other,1,Laminate,
9465,Master Bedroom,0,Carpet,
5588,Other,1,Laminate,
7698,Other,1,Other,
8987,Master Bedroom,0,Laminate,
5061,Other,1,Laminate,
10122,Master Bedroom,0,Other,
776,Master Bedroom,0,Laminate,
3740,Other,1,HardWood,
8490,Master Bedroom,1,Carpet,
7048,Other,0,Other,
7217,Master Bedroom,1,Laminate,
4921,Master Bedroom,0,Other,
8578,Master Bedroom,1,Carpet,
4330,Other,1,Carpet,
1399,Master Bedroom,1,HardWood,
39,Guest Bedroom,0,Other,
4433,Master Bedroom,1,Laminate,
665,Guest Bedroom,1,Laminate,
10820,Guest Bedroom,1,Other,
3632,Master Bedroom,0,Other,
899,Guest Bedroom,0,Other,
598,Guest Bedroom,0,HardWood,
1410,Master Bedroom,1,HardWood,
3634,Guest Bedroom,1,Laminate,
2602,Guest Bedroom,1,Laminate,
6630,Guest Bedroom,0,Laminate,
8925,Master Bedroom,0,Laminate,
6044,Guest Bedroom,0,HardWood,
776,Other,0,Carpet,
61,Other,0,Carpet,
1713,Other,0,Laminate,
5089,Master Bedroom,0,Carpet,
1258,Other,1,Laminate,
10550,Guest Bedroom,1,Carpet,
9711,Master Bedroom,0,Other,
3671,Guest Bedroom,1,Carpet,
10586,Master Bedroom,0,Carpet,
2107,Other,1,HardWood,
9386,Master Bedroom,1,Laminate,
3562,Guest Bedroom,0,Other,
1422,Guest Bedroom,0,Other,
3309,Master Bedroom,1,Carpet,
8139,Other,0,Other,
3860,Guest Bedroom,0,Laminate,
1612,Guest Bedroom,0,Carpet,
130,Guest Bedroom,0,HardWood,
10482,Guest Bedroom,0,Laminate,
3853,Other,0,Carpet,
7757,Master Bedroom,0,Laminate,
8912,Other,1,Carpet,
9958,Guest Bedroom,0,Carpet,
3058,Guest Bedroom,0,Carpet,
10232,Master Bedroom,1,HardWood,
6344,Master Bedroom,0,Laminate,
8493,Master Bedroom,1,Other,
10904,Master Bedroom,0,HardWood,
11062,Other,0,Laminate,
1165,Master Bedroom,1,Carpet,
1708,Guest Bedroom,1,HardWood,
6658,Guest Bedroom,0,Laminate,
4563,Master Bedroom,0,Other,
4909,Master Bedroom,1,Other,
510,Other,1,Carpet,
7820,Master Bedroom,1,Laminate,
204,Guest Bedroom,0,Other,
9160,Other,1,Carpet,
11014,Guest Bedroom,1,Laminate,
11071,Guest Bedroom,0,Other,
10571,Other,0,Carpet,
6349,Guest Bedroom,1,Other,
7218,Master Bedroom,1,Carpet,
8858,Guest Bedroom,0,Carpet,
8966,Master Bedroom,1,Carpet,
11066,Guest Bedroom,0,HardWood,
2439,Other,1,Laminate,
11498,Guest Bedroom,0,Laminate,
5788,Guest Bedroom,0,Other,
4853,Master Bedroom,0,HardWood,
8430,Guest Bedroom,1,Carpet,
4520,Guest Bedroom,1,Other,
9051,Master Bedroom,1,Laminate,
5369,Guest Bedroom,1,Laminate,
7644,Guest Bedroom,0,Carpet,
10820,Other,1,Carpet,
1680,Guest Bedroom,0,Carpet,
4766,Guest Bedroom,1,Other,
5953,Guest Bedroom,1,Carpet,
6374,Other,1,Other,
1526,Other,0,Laminate,
3267,Master Bedroom,0,Laminate,
6917,Other,0,HardWood,
5528,Guest Bedroom,1,Other,
6376,Other,1,Carpet,
6128,Guest Bedroom,0,HardWood,
1663,Other,0,Laminate,
5417,Other,1,HardWood,
1425,Guest Bedroom,0,Other,
1823,Other,1,HardWood,
2838,Master Bedroom,1,Laminate,
444,Other,1,Carpet,
8678,Other,0,Other,
10123,Other,1,Laminate,
2968,Guest Bedroom,1,HardWood,
8064,Other,0,HardWood,
1381,Master Bedroom,1,Other,
9297,Other,1,Carpet,
8800,Other,1,Other,
5399,Other,1,Other,
2014,Master Bedroom,0,HardWood,
9043,Other,0,Carpet,
228,Master Bedroom,0,Carpet,
305,Other,0,Laminate,
8885,Master Bedroom,1,Carpet,
3249,Master Bedroom,0,Other,
8949,Guest Bedroom,1,Carpet,
5764,Other,0,Carpet,
10283,Master Bedroom,1,HardWood,
5897,Other,1,Laminate,
1828,Master Bedroom,1,Other,
2842,Other,1,Carpet,
2038,Master Bedroom,1,Laminate,
6132,Master Bedroom,1,Laminate,
6448,Other,0,Other,
4516,Master Bedroom,0,Laminate,
5175,Master Bedroom,1,Carpet,
3356,Guest Bedroom,0,Carpet,
9000,Guest Bedroom,1,Other,
5684,Other,0,Laminate,
8666,Master Bedroom,0,Laminate,
2685,Other,0,HardWood,
828,Master Bedroom,1,HardWood,
10855,Master Bedroom,0,Carpet,
2759,Master Bedroom,0,HardWood,
2861,Guest Bedroom,1,Other,
4869,Other,0,HardWood,
10305,Other,0,Carpet,
3139,Master Bedroom,1,HardWood,
4295,Other,1,Laminate,
10050,Other,1,HardWood,
3760,Master Bedroom,1,Other,
4278,Master Bedroom,0,Laminate,
8349,Guest Bedroom,0,Carpet,
4494,Guest Bedroom,1,Other,
51,Guest Bedroom,1,HardWood,
4929,Master Bedroom,0,HardWood,
9749,Guest Bedroom,1,HardWood,
10399,Other,0,Other,
1131,Guest Bedroom,0,Carpet,
5420,Guest Bedroom,1,Laminate,
10104,Guest Bedroom,1,Carpet,
1804,Other,1,Laminate,
2383,Guest Bedroom,0,Other,
4310,Guest Bedroom,0,HardWood,
3478,Guest Bedroom,0,Other,
8492,Guest Bedroom,0,Laminate,
6255,Guest Bedroom,1,Laminate,
38,Other,0,Laminate,
3912,Other,1,Other,
6599,Guest Bedroom,0,Other,
8336,Other,0,Carpet,
5067,Other,1,Other,
4128,Other,0,HardWood,
10240,Master Bedroom,1,Carpet,
5867,Guest Bedroom,1,Other,
3889,Other,1,Other,
7701,Master Bedroom,0,Laminate,
11337,Other,0,Other,
6189,Other,0,HardWood,
1599,Master Bedroom,0,Other,
7013,Other,0,Laminate,
5756,Other,1,Carpet,
7601,Master Bedroom,1,Laminate,
1399,Master Bedroom,0,HardWood,
5989,Guest Bedroom,1,Laminate,
248,Master Bedroom,0,Other,
2806,Other,0,Carpet,
10075,Master Bedroom,1,HardWood,
7655,Master Bedroom,0,Carpet,
8383,Guest Bedroom,1,Carpet,
629,Master Bedroom,1,Laminate,
2517,Other,0,Laminate,
9286,Other,0,Carpet,
10812,Master Bedroom,1,Carpet,
4457,Other,1,Carpet,
1387,Other,1,Other,
9513,Other,1,Other,
6509,Master Bedroom,0,Laminate,
880,Other,0,Laminate,
11510,Other,0,HardWood,
11297,Other,0,Carpet,
1904,Master Bedroom,0,Laminate,
11329,Other,1,Carpet,
3482,Guest Bedroom,1,HardWood,
10717,Other,0,Laminate,
6639,Master Bedroom,1,HardWood,
1503,Master Bedroom,0,Laminate,
6340,Guest Bedroom,0,HardWood,
4121,Guest Bedroom,0,Carpet,
9858,Master Bedroom,1,HardWood,
2706,Other,1,Carpet,
7420,Guest Bedroom,1,Carpet,
3607,Master Bedroom,1,Other,
1208,Master Bedroom,0,Carpet,
8489,Other,1,Carpet,
11113,Other,0,HardWood,
9107,Other,1,Carpet,
9795,Master Bedroom,1,Laminate,
10343,Master Bedroom,1,HardWood,
11384,Guest Bedroom,0,Laminate,
6807,Master Bedroom,1,Laminate,
6689,Guest Bedroom,1,Carpet,
2257,Other,0,HardWood,
10054,Other,0,HardWood,
5626,Guest Bedroom,1,Laminate,
8214,Master Bedroom,0,Other,
1432,Master Bedroom,1,HardWood,
7223,Master Bedroom,1,Carpet,
9177,Master Bedroom,0,Laminate,
8305,Other,0,Laminate,
5289,Guest Bedroom,1,Other,
6799,Master Bedroom,0,HardWood,
2519,Guest Bedroom,0,Carpet,
10517,Other,1,Laminate,
6330,Other,1,HardWood,
10893,Guest Bedroom,1,Carpet,
6033,Guest Bedroom,1,Carpet,
10522,Other,1,Carpet,
9766,Master Bedroom,0,Other,
10616,Guest Bedroom,0,Laminate,
3718,Master Bedroom,1,HardWood,
5237,Other,1,HardWood,
2402,Master Bedroom,1,Other,
10220,Other,1,Laminate,
1866,Guest Bedroom,0,Laminate,
1754,Guest Bedroom,0,HardWood,
3490,Other,0,Other,
6732,Master Bedroom,1,Laminate,
9471,Guest Bedroom,1,Laminate,
55,Other,1,Carpet,
5452,Guest Bedroom,1,Carpet,
10006,Guest Bedroom,0,Other,
172,Master Bedroom,1,HardWood,
1126,Master Bedroom,1,HardWood,
7420,Guest Bedroom,0,Other,
4165,Guest Bedroom,0,HardWood,
6649,Guest Bedroom,1,Other,
5423,Other,0,Laminate,
342,Guest Bedroom,0,Laminate,
2030,Other,0,Carpet,
6261,Master Bedroom,1,Laminate,
1437,Guest Bedroom,1,Other,
3737,Guest Bedroom,0,HardWood,
873,Master Bedroom,0,Other,
948,Other,1,Laminate,
1045,Guest Bedroom,0,Other,
298,Master Bedroom,0,Carpet,
11146,Other,0,Other,
5093,Master Bedroom,1,Other,
9980,Master Bedroom,1,HardWood,
4540,Master Bedroom,1,Laminate,
2625,Master Bedroom,1,HardWood,
9781,Other,0,Carpet,
1886,Other,1,HardWood,
8845,Guest Bedroom,0,Other,
4985,Guest Bedroom,0,Other,
213,Master Bedroom,1,Other,
7750,Guest Bedroom,1,Laminate,
1672,Other,0,Carpet,
4252,Guest Bedroom,0,HardWood,
4063,Master Bedroom,0,HardWood,
2830,Master Bedroom,1,HardWood,
9409,Other,1,HardWood,
1916,Master Bedroom,0,Laminate,
8357,Master Bedroom,1,Other,
8657,Master Bedroom,1,HardWood,
8081,Guest Bedroom,1,HardWood,
994,Guest Bedroom,1,Other,
7666,Master Bedroom,1,Carpet,
7391,Other,0,Laminate,
8013,Other,0,Other,
6311,Master Bedroom,0,Carpet,
11212,Other,1,Carpet,
7302,Guest Bedroom,0,Carpet,
4290,Master Bedroom,1,Other,
1740,Other,1,Other,
7367,Guest Bedroom,0,HardWood,
10282,Other,1,Carpet,
9153,Other,1,Other,
9456,Guest Bedroom,1,Other,
8589,Guest Bedroom,1,Carpet,
7727,Master Bedroom,1,Carpet,
8424,Master Bedroom,0,HardWood,
2663,Guest Bedroom,0,Other,
6382,Master Bedroom,1,Carpet,
8187,Other,0,Laminate,
5603,Guest Bedroom,0,Carpet,
1710,Other,0,Carpet,
2,Master Bedroom,1,Laminate,
2393,Guest Bedroom,1,Laminate,
1292,Other,0,Laminate,
10459,Guest Bedroom,0,Carpet,
6375,Master Bedroom,0,Carpet,
218,Guest Bedroom,0,Other,
7462,Master Bedroom,1,Carpet,
3085,Guest Bedroom,1,HardWood,
4683,Master Bedroom,0,Other,
5386,Master Bedroom,1,Laminate,
11468,Other,0,HardWood,
1674,Other,0,Other,
5638,Guest Bedroom,1,HardWood,
7816,Other,0,Other,
6801,Other,1,HardWood,
1481,Other,0,Carpet,
2911,Guest Bedroom,0,Other,
3954,Master Bedroom,0,Other,
5155,Other,0,Laminate,
8914,Guest Bedroom,0,Laminate,
3128,Other,1,Other,
10197,Master Bedroom,1,HardWood,
9066,Other,0,HardWood,
7873,Guest Bedroom,1,Laminate,
11371,Guest Bedroom,0,HardWood,
4163,Guest Bedroom,0,Other,
9540,Guest Bedroom,1,Carpet,
1401,Other,1,Laminate,
7546,Guest Bedroom,0,Carpet,
11014,Master Bedroom,1,HardWood,
5970,Master Bedroom,0,Laminate,
3503,Guest Bedroom,0,Other,
3421,Other,1,Laminate,
5024,Master Bedroom,0,HardWood,
3294,Master Bedroom,0,Carpet,
1479,Master Bedroom,1,HardWood,
8705,Other,0,HardWood,
1269,Guest Bedroom,0,HardWood,
5876,Other,0,Other,
6641,Guest Bedroom,1,Carpet,
9058,Guest Bedroom,1,Other,
4978,Master Bedroom,1,Carpet,
2641,Master Bedroom,1,Carpet,
4917,Other,1,Laminate,
6542,Other,1,HardWood,
9093,Other,1,HardWood,
10310,Guest Bedroom,0,Other,
502,Guest Bedroom,0,Carpet,
34,Guest Bedroom,0,Carpet,
5200,Guest Bedroom,1,Other,
1633,Master Bedroom,0,Laminate,
10749,Guest Bedroom,0,Carpet,
10295,Other,0,HardWood,
5828,Guest Bedroom,0,Carpet,
2316,Other,0,HardWood,
3524,Other,1,Other,
8952,Guest Bedroom,0,Other,
1590,Master Bedroom,0,HardWood,
6565,Master Bedroom,0,Other,
9233,Master Bedroom,0,Laminate,
9591,Guest Bedroom,0,Laminate,
9781,Guest Bedroom,0,Other,
2510,Other,0,HardWood,
10543,Guest Bedroom,1,Laminate,
4759,Other,0,HardWood,
5258,Master Bedroom,0,Other,
10414,Master Bedroom,1,HardWood,
110,Master Bedroom,1,HardWood,
7931,Other,0,Other,
10146,Other,0,Other,
2367,Other,1,Other,
2133,Guest Bedroom,0,Other,
10378,Guest Bedroom,0,Carpet,
8496,Master Bedroom,1,HardWood,
5185,Guest Bedroom,0,Laminate,
4556,Master Bedroom,1,Other,
2014,Guest Bedroom,1,Carpet,
1378,Other,1,HardWood,
1944,Other,1,Other,
1640,Guest Bedroom,0,Other,
