RoomID,NestId,TenantId
13158,5216,8034
20296,88645,6040
53923,71558,7640
44377,14305,1746
15824,54667,3577
43209,60216,8274
11915,63075,8316
27028,21910,4640
55621,46143,5915
34454,17385,6544
18907,48615,6750
38275,72445,9248
54602,58510,3941
55681,3186,2501
4891,22098,3417
3028,3223,4889
59992,58911,7937
28087,87112,6249
22202,22912,1165
38403,43996,10035
54416,14659,4888
6258,28126,10361
3447,43084,5108
2903,7737,7434
38155,69190,6292
43291,3896,9772
7485,55599,9324
40887,3432,3503
51375,45121,6512
25465,73293,2417
32550,64838,6982
49485,91721,9354
25469,78637,6687
54586,54487,4596
41344,66994,6282
19733,80322,9978
27591,36146,10134
33533,78811,8959
1228,78616,1493
45153,14288,7868
5184,43005,4471
13562,23343,4605
29315,98248,8864
15085,72457,6090
204,26128,9019
21583,717,7994
38547,71995,2894
53081,7088,9882
30774,43123,2491
17768,89331,2662
22280,58294,10994
42537,23636,4264
47616,75528,8810
10281,94163,3400
2630,5068,2442
31285,58598,3374
54581,81660,6114
50523,16158,6815
11857,14399,2684
16653,10421,10751
58235,10617,3194
46801,50056,6484
32687,67046,2587
9069,36839,5955
35460,49785,2498
20725,85432,6987
47622,51595,10310
50009,85718,2044
20643,88309,5003
32180,99855,1865
24416,56779,4637
27285,12132,7592
3515,38844,10709
18467,93650,1087
4237,59360,4785
36932,67421,10959
59155,8767,5541
23885,39509,6148
4263,51100,1911
41307,37096,5644
33254,10537,4275
12890,34982,2625
31056,10315,4889
38752,99721,5593
26552,93899,3038
34813,13331,7685
46039,52859,9865
44324,31670,8851
12162,62037,3244
19418,99610,9401
29658,70104,6435
1979,61940,10972
32046,92289,7666
45618,43307,3982
49798,50864,8974
36468,97645,3887
35390,31402,8957
37676,50267,5906
50937,81941,7918
51801,13296,7582
53799,20506,10250
59650,37320,3282
34440,41569,4809
52581,17318,9047
1723,22400,7192
19749,65444,1817
51805,3283,9011
42812,46956,7477
48996,85120,9336
16302,71712,9511
18201,10135,9561
14636,38002,7027
9036,19301,8414
52675,28086,6749
24695,91876,3351
39262,88655,10491
56473,55378,4391
47841,84307,4564
30960,9151,2646
52121,52222,7180
9782,92278,8262
50284,13151,10157
42939,12510,7638
34739,92793,8795
44397,4797,3773
53585,44170,6707
35052,25894,4467
52117,27952,2096
7697,59843,6980
7347,53877,7772
14109,72981,6583
7146,82886,4769
50039,48739,5609
24410,94042,3311
19179,34940,9948
30563,60137,10525
46276,69102,7845
19957,76634,8128
6263,51556,6780
34698,38540,8302
13825,74808,4167
6439,87393,3239
54637,21138,2199
59329,738,5921
52172,55084,3791
42645,76983,2638
22721,38437,5328
11799,21305,10834
36425,51071,10473
15019,47461,6793
1653,2075,2325
29414,22513,2336
36821,48738,3923
50278,66402,3871
2231,45331,7337
9164,78840,6271
17243,23025,6141
52673,17658,7287
21511,93582,6159
17091,23107,8925
56991,99368,1612
10015,22906,7726
51863,58895,6309
7743,60714,6188
44055,30517,8139
5009,73978,3957
22539,78689,3195
52260,67681,7950
23770,90761,8031
45477,26471,1111
47775,81016,9854
14434,70895,9439
38128,48457,4390
48332,66476,7672
53928,59727,3238
57742,34093,6908
22857,46049,9227
36166,88764,10825
7314,93393,10872
29790,33660,9985
971,20823,4072
1324,24415,6439
31305,80467,4728
47840,1155,1888
995,60157,7192
52666,64791,7653
34292,75358,8047
23543,66532,3502
55932,71104,2631
1239,46957,10046
34363,6058,4741
21523,91290,5607
29965,83134,5897
29250,78685,4540
34089,56678,5324
32013,74034,1650
19020,72052,5124
28571,30107,3926
940,56789,2568
13692,78626,2463
16352,90133,2044
37771,98784,5715
857,18002,9214
28854,79658,6972
3509,82071,10697
2993,96437,1310
12365,10580,4888
58503,78310,1367
19945,45192,5030
41801,47035,3298
2223,68972,1619
40743,62573,1486
49347,79966,5224
14491,69812,8388
59441,4139,9669
38875,32489,5506
10467,88587,2857
6366,37265,3600
4789,76097,10814
3690,84819,7882
21460,26639,5120
15367,18169,6956
46667,2752,8554
55450,3050,4564
32318,74216,2799
24402,883,4697
19384,57919,1680
38567,14320,4422
8985,73540,10697
9003,11825,7495
33459,56218,6330
53535,80833,10003
2331,38263,8366
58490,2265,9464
55018,74199,8353
4957,17265,9945
2866,81160,6996
56073,64880,6957
30081,19683,1796
50719,545,5398
50446,25637,7971
27251,4133,4812
47450,69755,5381
9382,53822,9211
2101,31159,7229
35402,73368,7315
28368,47207,5472
19851,69686,3785
41114,58737,7033
59461,17381,1606
23293,85984,4601
12633,95703,5128
12968,49250,8939
132,47057,4965
16764,48338,6785
47434,60902,6055
11832,79690,5105
56098,74640,2745
4585,35869,6356
21569,94777,5373
25218,61257,7580
45238,98928,9261
20036,68374,10178
34081,66418,1070
11087,38450,7753
43142,89765,5609
20372,57130,4281
48008,57944,6617
1133,63614,2267
30824,32338,2857
6248,53442,7435
38892,50483,10670
27037,28829,2583
47350,27761,8684
35321,22529,5857
28049,26212,3661
41510,74216,10204
41198,55903,10264
22379,12907,4364
57955,35295,9929
10892,75666,10493
23939,8903,2091
28626,15680,1731
41462,12710,3516
5819,73373,8892
58019,93417,7213
5777,11974,10942
5624,81763,9620
49277,21224,5268
1190,30311,3393
33758,51781,5918
31696,47361,1451
58987,75974,10675
40944,67788,3898
6178,48971,6359
41781,3976,7076
43168,426,8274
45123,11001,6314
16412,58768,2795
31341,19507,8625
42633,81534,9907
31012,81837,1462
32453,51732,7940
3617,63216,9074
44313,27571,3990
52296,43825,2533
37038,37956,2941
12665,13395,3496
8665,86547,2232
19130,81053,5271
47749,43227,5277
21081,4439,4343
55709,56306,7416
8876,90314,10499
16503,18853,6610
50199,7058,6121
1809,74435,9207
28888,72181,10344
2319,66111,7366
33752,50388,1056
37362,87655,4172
55186,32109,10949
21309,74650,8560
51687,72220,3844
28281,50080,5761
44268,64249,2628
35601,82047,6490
51089,30167,6874
11986,50211,9389
57221,97097,8512
6694,64076,6042
29216,51318,9461
6763,36396,10159
37231,34231,1432
40541,38748,9632
17585,54986,3142
12104,21836,5299
38043,82745,7692
28606,13157,10715
47860,81855,4015
9747,1597,7237
38404,30151,2196
42787,38139,1288
22752,94642,8550
26864,51222,10191
4020,83715,6320
5776,24882,3064
22384,32689,10997
56719,84825,9376
7223,15658,2058
48922,26592,8828
51454,34701,7006
7515,96906,8764
4250,44885,3208
30888,47393,6064
31962,46782,3179
51919,51707,3818
1887,19404,6573
27607,38932,10897
42472,62228,6227
16104,30050,7710
47136,74760,1551
12087,74147,9756
5011,86229,4505
55702,78444,1923
20350,85571,4563
17683,62400,2917
5618,69975,9199
44012,362,7476
42469,91167,4916
20078,62346,7937
15893,6492,4536
51670,88714,4919
58301,25487,4883
32328,40719,8928
34155,78309,6618
39178,12897,7878
57232,64518,7529
1441,85995,6858
38868,53461,3810
14584,32291,2860
25523,97914,9223
59444,45039,8117
58718,21187,3330
26459,7189,8745
6451,31573,10798
52068,6685,5360
53662,50779,10885
45713,6874,3858
45661,59512,4123
33333,41328,5183
16429,40530,1107
20423,54154,7080
23305,30539,8458
58993,14680,8324
22365,91395,7136
28686,19553,4003
35780,63077,4059
34283,91491,1894
1622,32523,9103
15594,36915,2698
18169,94293,10930
2400,73911,10801
9201,40606,3653
14216,189,1058
10652,31211,1880
43225,28091,5786
50128,67235,2136
26095,70615,8961
38675,19174,7776
7181,84438,3308
7096,74739,9237
10128,77189,6269
256,65019,2708
9156,26159,2596
38988,97705,5424
42520,35661,4006
24335,10526,1916
27414,8979,7077
17159,1863,10166
15204,54051,3389
21017,26097,5056
38513,33813,8841
19797,12197,2991
35251,38175,9520
3795,22950,5350
48026,40816,8454
55407,70486,4640
55607,13968,4787
54870,54098,8677
17098,39560,10200
42546,1337,2028
5189,83146,2220
16555,58224,2346
51930,13775,8064
28507,43480,5162
7885,19739,3530
38579,22734,7671
35098,70147,9977
45889,5313,7282
21827,924,7635
9808,25464,1705
34682,88660,5346
56878,28095,5890
27099,88515,6009
51380,90944,8995
1068,97348,6973
53819,54484,7037
47124,42709,6409
8644,47303,3462
13664,30311,3700
59752,74453,3266
19499,23896,2800
44168,35467,5154
12399,44105,4754
28181,44770,3514
6032,31654,4137
6322,75500,10806
17652,49327,8101
49119,42752,6539
11637,34269,3255
33352,84476,5507
17076,46517,3518
24538,31029,1994
15203,65300,9468
57648,4803,3935
29150,84151,4930
39271,480,1053
35527,59912,5988
24183,48236,6117
59374,43147,3441
55027,29490,6638
14122,90229,8161
48189,64464,5609
17067,34955,4928
37197,5677,5404
8414,38912,3507
53473,21085,2297
39664,3217,7173
36193,16183,7388
29684,25585,7843
55109,37154,9327
20488,88636,9983
38965,61883,10108
53450,4254,1837
46590,54074,7572
55890,89231,5199
33375,62684,1944
42849,42434,5960
23226,84882,4335
53700,30552,7638
31617,77271,2726
20365,66156,2884
13389,4505,10394
4300,57997,1965
10690,15508,8267
1446,8340,10222
23866,88099,10629
40338,66930,8347
13578,88168,8673
16060,95528,3602
56027,91385,7924
10073,11096,3335
39994,26347,7552
18663,42021,6270
28014,40609,8211
44516,74463,6778
44774,53361,2232
33020,34689,6143
53148,61574,1562
31701,68764,10527
29840,43079,7601
18619,61317,9931
36166,54660,9676
27121,89014,7707
10434,5419,9578
30117,95736,3786
22926,27762,7401
37727,32970,4275
15848,32040,9310
25996,98647,10033
3103,61004,1156
30191,31471,8862
72,36749,3076
52418,63873,7820
31738,24283,8878
17527,73204,8200
30174,9769,9637
4947,14862,1000
55871,29060,1297
22617,18693,3775
6712,44518,6857
1007,27807,7290
38388,95338,2217
51808,63884,5486
11274,38687,3354
2207,8944,7823
9173,31552,3148
14825,82099,9940
37455,26142,7722
46457,32106,8529
38072,54319,2443
8991,5704,7072
41822,79670,7329
37519,55190,6355
3739,30560,10080
1982,42266,9035
38565,99290,5822
6977,36204,5258
51437,90375,3815
40697,21920,3186
20580,84537,10878
18611,17129,4488
13621,33133,4186
1559,42169,6367
456,90967,10507
56249,42687,10197
48803,40312,7476
30008,59662,10947
57890,80713,8843
35214,73318,10732
21586,42617,6935
31958,1299,7010
35651,18732,7178
7716,53712,4719
49366,53361,3080
12359,86732,1483
53399,33154,7858
14646,69498,2632
54759,78817,9560
31806,94380,5314
48412,4202,6662
43546,74207,4078
8618,65133,3470
3665,18265,6347
15709,21467,10686
40146,9575,9536
16121,91948,10704
18293,22828,4085
14607,13533,1789
34177,83132,10977
52590,64622,2817
17797,25652,3713
10663,55108,5166
57146,9405,2528
1937,16810,8820
31618,40602,5822
17269,59913,7405
33588,97419,5938
56507,60547,2654
2612,21983,7763
9282,1767,8178
39739,897,4302
29031,88375,2650
18095,49633,5720
8482,28047,1320
9056,47744,2373
8052,7908,1958
28817,39228,10401
43413,52457,9867
24400,80520,6477
18969,59191,10986
31207,60110,5591
1504,22151,5408
53954,44739,3272
59366,73938,1529
49071,3091,10581
57890,80135,8734
55305,29148,6293
25106,47897,9119
45497,83727,7228
18454,25542,2250
50313,13933,2419
29254,40410,9339
7463,20906,9123
31429,42363,4130
38087,30582,4333
58182,17943,6679
28371,64533,3663
31684,73719,6319
26937,92617,8183
3415,71632,5810
25935,66474,2395
26481,96663,7949
32253,33953,3972
26802,31985,7582
57095,22098,9556
28550,74019,10054
8838,98003,9937
45027,21974,8677
16419,80129,7940
19832,44967,4378
13552,74301,4641
12510,96919,8598
34472,36315,2937
7471,87883,7883
56117,11804,9525
55935,78068,9774
58687,50490,8096
961,66832,3029
41240,97401,9735
45212,23998,3858
18445,92519,9363
18669,36746,2299
3774,515,5908
23145,27199,8057
26049,63526,10573
28817,51925,7996
51548,29336,10581
1960,30375,3910
6637,54350,6518
13193,13237,5909
13612,11484,6504
42315,53652,4866
24300,74485,3152
10565,25134,2464
45337,5933,7120
12135,97405,8616
50721,39211,9164
31301,2268,1865
22778,56589,2085
58391,22427,5626
52832,87293,1961
7571,13520,5681
25500,13246,9992
36522,74869,8146
22854,64346,10010
57629,87560,5052
37815,68460,6200
7082,97638,3090
3234,19666,7571
23886,6602,8550
42722,73187,8250
54218,5837,3613
13335,9881,8928
56233,63389,8978
32547,20034,6457
47467,85713,10974
28442,69835,9058
5441,77027,4930
56543,89863,8586
13675,36047,2230
47350,26826,4631
28855,34711,5618
35471,9162,3610
42346,71649,5524
41455,67811,4101
17968,68703,8879
27187,34470,5654
48378,44301,2156
38051,37647,2818
23154,70766,8710
23424,44274,4359
11235,46439,6906
52428,54197,3539
58908,23353,5398
30454,91053,1768
37777,82724,4191
22883,91213,5087
40288,9139,7671
35917,48600,9461
19419,26716,1402
45950,2719,10623
25469,54600,4052
44973,73021,1666
32144,31387,4339
32218,38217,3461
15709,79731,8260
53244,21645,3765
48511,31780,2656
13204,18463,2038
9127,43772,8167
37713,29640,7361
45347,31330,1690
50065,50573,5142
46050,24145,4796
33320,24757,7023
12649,63725,4666
18973,66488,9038
42760,38271,4511
13807,65170,10667
2752,5525,7677
46576,81571,5612
24002,59693,1422
17917,325,5625
27356,81903,6983
59533,67118,4551
24997,94645,2285
5346,56848,10531
35911,33337,4163
26788,3800,4172
34537,68385,7920
22778,58019,10528
34693,55754,10520
41463,91557,3627
25666,43390,8022
12027,9900,9922
482,45179,2952
34394,29274,1672
25533,37247,1765
57645,80393,9371
8986,56013,6818
14099,83621,5486
24697,30129,9616
20089,1726,8941
14372,6901,5239
18625,3386,1126
34591,70358,5941
22522,83266,8253
54204,38603,8826
5657,26073,9232
56031,87457,10658
8881,75508,7939
17164,47851,10416
50156,3883,9916
51624,42669,7672
55124,39435,2737
37590,90821,10678
55428,75242,6184
37892,41625,10616
2406,20426,1262
35584,83399,5234
38861,59264,10854
10542,24484,1738
10050,27923,10925
36989,3333,3554
49168,70056,10424
7377,66657,9469
27473,32338,10799
25524,32194,8929
58139,61777,9707
16542,32471,9513
20347,90746,4209
175,30078,10696
1436,48577,10733
52553,82296,1055
48954,36526,2275
418,55676,8785
47212,31286,9549
13281,98556,4162
22345,70709,8695
45078,55311,7510
57641,28936,6638
20202,43961,5711
57180,17168,3282
26609,76416,3944
19163,21098,6503
44441,48609,10503
31018,70152,9074
7908,26687,7244
2456,72271,9386
4875,59800,1421
21316,11264,8972
19857,87683,2079
31234,10057,1263
50722,92497,5323
59145,83626,8081
9654,86463,5387
30222,92780,4268
29725,57508,7039
12210,54517,2860
32763,48132,1553
49313,29009,2515
37043,3662,2419
59337,61732,10955
37715,94221,3350
11795,38007,5800
48876,19268,1802
40439,24570,7847
50674,32395,6571
34133,5796,1453
59484,59061,9126
2874,48209,4913
35500,26797,1588
16782,73290,8189
33021,12092,2999
18613,53099,7659
46982,64331,8234
42881,78148,6129
9704,34015,8478
56257,67583,8929
14619,69423,5771
16330,74719,9890
11663,8807,10271
39106,22421,7858
19309,57601,7215
36552,59734,1372
46618,124,6101
19924,72173,7567
34982,69390,2182
4565,34229,3498
7356,56027,8367
19300,84761,2862
7145,94804,6957
9359,61823,3876
27889,92471,10136
5787,88202,8539
51738,84205,5392
32987,79595,5042
41686,3946,5733
4533,84040,6748
44711,72085,9353
54240,66569,4588
34085,91030,3911
29296,43068,7007
34706,40249,9366
56238,18115,2848
55788,82621,9824
22848,63815,5923
3164,54910,2201
25986,19646,10830
50025,78585,8306
11071,11382,5776
52143,54315,5513
1217,9824,3411
17796,30809,9811
1730,71725,2980
46023,86037,6933
4641,64331,8576
25705,4824,5037
12518,17727,2986
47263,81765,8553
20487,15847,4551
4736,4123,7745
36649,14304,3913
11828,26503,5273
41131,45246,3410
32203,83495,6620
50550,54514,2406
14968,88562,4538
49977,49921,8944
28379,35165,5714
7864,40379,10487
34869,31247,6128
31664,78601,2860
42032,75924,8231
16463,75000,3526
27611,66760,3010
38797,7575,4203
52907,89905,8397
57409,84907,6270
24776,62030,8090
46338,21884,2034
881,11396,7175
49511,76111,4500
22483,34855,4008
31007,49204,9074
53598,95330,7083
28104,31500,9125
41557,45682,8870
26898,95341,4545
4707,57147,4358
28196,88710,1560
21173,31672,4215
51659,96007,6822
38367,62328,7690
30438,20752,8912
58063,68785,9464
15992,88755,9553
5237,76115,7395
57980,48926,3281
36256,27024,5288
20752,53373,8452
54799,88018,3751
27139,54168,6188
9904,87916,5828
54955,25734,5522
39343,31361,2347
15420,61258,6888
1244,73228,3723
40494,394,3123
1198,14699,4306
32699,46488,7647
20319,53807,8448
10501,49409,4737
51859,74869,6624
33022,52303,6690
22684,21333,1886
35240,86721,5586
5809,10455,1005
30170,28407,2202
40587,84461,6934
46560,15552,3298
11229,73464,5798
7952,92708,10060
24605,73563,9379
44803,41527,3228
57643,72132,7053
25439,11692,6632
6414,48101,8735
7674,88258,3028
2404,50573,4672
29172,77715,8031
10311,61147,4430
25860,63331,8517
8358,76988,8535
476,79329,5102
59692,42434,9048
41588,16871,7650
44760,45682,3335
37498,56918,10763
26664,21723,4437
18070,80609,2427
34184,15999,7028
499,74676,10843
42611,70868,4128
30575,10706,5790
33348,33758,10851
25958,72730,3533
30462,55242,8174
2177,45738,3063
17361,66123,2749
45530,8049,6055
34075,61753,9752
9389,69319,10678
55403,71266,2239
58384,13950,4683
12235,36451,2211
2131,45820,7900
59033,52854,1150
38904,70424,2133
26405,72216,10097
42133,74446,5473
38380,49994,9576
10751,37172,10932
56256,26120,9728
38715,83800,2644
12692,83727,9654
18565,20541,7586
3070,66402,6913
10287,13998,6832
15967,3835,4862
6605,23103,1474
28757,87432,8563
8872,22334,7848
25199,39394,7829
20333,64194,4693
50874,95250,4878
16868,18322,4607
54391,25716,1826
44069,2067,5305
24044,10363,7819
51918,63282,3958
3250,72723,7341
46125,87934,2623
37179,99947,9184
3903,98279,5283
7967,15758,8246
10567,47736,7623
48947,23362,8666
47136,26682,7818
55261,49695,1138
18516,90905,10762
21961,50398,5331
17678,38395,1259
9919,89342,10335
40259,21799,7844
14400,92874,1731
58742,38718,5719
41901,40352,7321
33603,84493,4092
36856,15875,5506
13664,87391,1968
28695,66544,2038
25561,48618,7025
20564,65959,1787
40009,3206,1005
36406,43751,1611
26477,45702,4082
56807,1052,8125
59304,31750,2567
24096,5931,8850
23167,95296,10346
14779,60475,4187
41266,19967,9506
35015,99074,10755
41239,93442,3879
23965,7607,5059
2008,91619,6315
10384,76177,2111
47290,10134,9350
44936,3758,4524
21486,5302,4411
43339,96213,8235
4856,29266,9196
22572,82634,3400
10151,59886,8117
13268,82205,3113
866,55790,5379
42779,36916,8761
23420,14426,5954
5380,61026,4291
53594,99542,5199
46128,92727,6496
55019,78175,9222
36756,13764,3409
48867,30331,8140
49148,64620,5200
48316,20893,2446
15696,82403,2490
48375,24260,1430
29070,41255,6833
15487,4753,9305
22324,80503,5990
758,39619,8869
55838,57405,2001
13105,14100,10944
10374,25836,9154
14780,80258,10883
32279,85265,9972
47294,92608,3715
3951,29885,4893
49644,44635,3114
27967,97338,9676
58112,64914,2482
20311,77035,1663
45224,64679,10063
54852,90513,8261
34053,78379,10964
16220,41691,1514
41731,60718,6629
26244,19228,3271
21390,97104,10632
12239,61770,5064
32653,61917,7920
8377,90387,2382
47348,37106,1030
18603,86701,5332
7501,92502,9751
4223,83084,2550
56614,74632,9280
46802,69961,5077
9934,63457,7957
36356,48999,6367
21965,17336,5946
54054,4971,6532
28688,65121,10716
10859,93944,3376
55760,97908,1523
44289,8998,6462
38655,88865,4486
26364,72012,5848
27507,39681,8991
7314,56071,5701
50081,85836,6921
11,63385,4608
30682,56083,8419
37717,76054,6834
57384,40316,9014
45220,80647,2125
3052,83061,6285
43021,33739,4133
263,62859,9999
56400,8469,4897
33523,47013,10045
28064,63147,2685
22914,50309,10787
17159,14794,7121
31,68827,8483
17519,77758,7010
18526,64863,5447
27378,61657,1537
8202,2665,7462
29041,23757,5040
31159,53248,4914
16155,58672,5963
50518,75678,4270
20203,2397,9902
18864,69757,7013
16916,77085,9838
57811,57957,6000
39662,13507,6668
27717,38339,7749
576,54588,5027
18205,83915,4548
13100,62755,8300
6589,72909,1382
32802,48802,5611
10337,83518,4787
22136,70153,5622
30203,31894,10918
30272,51647,1413
10080,98384,8898
28378,55491,3615
55700,36712,7428
11379,64308,9468
22349,67707,1574
20460,97529,1189
7963,1619,6283
8686,28081,1244
55024,56126,9731
51989,20938,2625
17527,81401,4942
31241,18921,6389
13997,13638,4213
26751,70788,1711
52438,29126,5538
47529,57813,5560
32926,49544,3770
54006,12000,8313
41755,82269,9538
47437,67905,9182
38301,41322,7530
39455,73336,9983
41746,33965,5411
727,2807,4872
5182,37281,1956
36466,21637,5027
52645,34562,6918
16949,96390,8417
45977,72213,2310
57974,10297,1233
46791,79960,9443
14636,66350,8160
10597,1249,7400
2552,49718,4572
39053,6411,4775
55392,78411,1194
42144,93815,10198
49640,64649,9988
57885,67658,1117
42498,83836,6132
39915,36832,9736
16048,30183,6707
3166,88841,5586
28535,57007,3670
56018,77665,8608
13777,12930,5382
46575,5813,4952
20512,91531,4410
34538,94009,7344
53851,10183,4121
8787,53891,3865
2155,64473,5620
50514,58663,10837
20329,68856,7387
38058,14146,10614
21238,16527,1628
58076,97288,7907
10071,32481,10161
13564,7439,9419
57275,36986,6102
26405,29598,10943
14562,31801,1622
13838,47878,1040
41916,51240,4931
56256,53804,5635
18266,24183,6656
37878,14134,8767
52844,94800,5152
50097,8382,3617
56838,9966,9438
9483,71374,2892
10488,83198,10892
35892,11653,3352
13460,52615,9437
51862,59475,7702
9072,5279,6664
29054,44064,6892
51163,43193,10298
11589,93107,7401
38582,65029,2470
3484,4886,8533
52495,11176,3250
5886,22580,4813
11586,38807,5716
8568,84000,3862
25824,16183,8085
38449,27494,7727
16143,15321,7666
17210,89828,7095
9200,29931,9640
47686,44247,1738
10630,98451,6350
18730,74427,1170
57263,86557,7514
501,63685,2450
16901,12064,2609
51731,596,1079
37749,43547,1087
34036,15598,3517
25739,53270,6723
58243,29714,1100
6843,33085,3880
46219,91203,8270
21763,55244,2857
20688,4656,3525
32822,87967,6947
22691,13691,8558
12170,845,2863
33141,82277,3259
17,69311,10574
29629,48260,8601
35998,84184,4384
59641,96835,1036
44613,5461,3799
38080,56980,10259
59366,96753,2066
49328,80441,2032
41048,6538,1695
1226,157,10549
11448,92520,7983
46331,33688,3843
48720,21750,7662
21383,20735,4584
13707,63908,2861
39563,25202,7091
33842,67962,2496
3615,216,9901
57081,72875,2511
14659,44862,3720
50780,93495,10444
26954,89718,6326
27536,28528,7669
4475,93208,6123
12123,4521,4789
32511,12237,4820
43286,27386,8111
8321,36454,9044
10953,90211,10601
14314,28612,9230
21591,70989,3807
42458,53238,7124
25830,35528,8983
4635,39434,2587
35373,72216,6251
33830,64227,10587
48978,79715,6253
43355,71014,3485
8298,90010,10065
53377,73558,2775
25157,24868,10656
31354,98732,7674
56740,6289,1974
18469,57864,5131
55595,51256,9381
47012,97803,6760
56989,44961,2599
2477,55333,7847
43071,41443,7020
31634,8291,9940
19086,85981,9489
47925,43885,6441
10979,97277,1100
39068,60884,5631
5712,94293,8235
44445,35381,2608
34585,77926,7881
25868,89169,8021
27175,36412,1041
56524,37450,1065
15458,33479,8706
55758,41972,10091
48492,54324,2492
52337,52981,1384
32304,22791,1495
28003,13003,2052
36597,95480,9580
17573,28218,3829
39785,72646,5224
45013,36464,2257
24259,24038,10663
54252,48827,10896
34395,18490,9241
59205,68950,1219
38151,40744,2572
7675,77017,6962
46070,74819,10738
32800,703,5758
12209,4158,5296
49075,77018,5426
3883,38765,1522
7344,4522,8316
30903,14377,2314
25867,97958,1312
52159,24610,4323
17710,69994,5642
28063,97558,6826
57132,91115,1313
25291,25129,3976
59734,90514,9107
26473,27653,8387
49205,2721,4712
59220,45727,6131
36403,23853,6487
31612,23860,4074
49855,68456,8942
24994,45264,10100
13945,57450,3992
42348,32653,10726
3227,1165,5773
16255,46930,9148
47729,96980,6305
40036,63402,2551
50264,82252,5951
22925,92159,5376
48367,84415,2852
12469,2208,8900
33889,48655,5773
164,96269,7912
8511,38910,9582
11483,45263,10684
32802,89972,3511
52424,54155,6278
42270,44882,6968
58888,81316,2094
47434,23820,6560
52099,34746,4484
55397,19741,4093
17712,25128,3812
43884,42176,8178
10980,21349,10983
20640,9333,10083
39473,45737,7850
57409,88846,3925
48531,53855,7296
42653,10964,6696
36284,14211,4141
15368,40178,10215
55279,7000,1377
22848,3819,1547
43876,98315,3870
59949,57376,7913
48678,64347,1517
37523,32919,1539
17282,49336,4805
9991,95053,6022
35985,7879,10951
53947,87468,10464
9763,83630,5347
46522,90349,6705
26250,83656,3900
15750,37422,3388
54543,67240,6096
59069,91574,8250
3179,18673,5917
49856,71134,5294
11510,79777,6210
15959,72644,10268
5444,28249,6069
32228,90673,9243
8216,14912,5759
26659,29878,4454
33015,49455,2473
12304,67805,10281
24273,13470,1194
6258,19670,3268
43284,49403,2605
46513,59724,6417
7040,3540,8393
13039,55318,8905
1452,7762,2403
48797,69939,5744
39987,13701,5831
27453,50134,6795
53685,7829,6414
32864,11260,5498
849,83942,4501
11293,56002,7963
28249,41959,1413
58862,76576,1084
55395,33318,10508
17388,80567,4336
39419,10217,10131
32152,47089,5597
43872,51454,2734
12585,53766,10879
34343,65716,5946
46553,22898,10463
39763,30838,9466
33172,34385,5705
9429,32946,4136
38320,78666,4584
51019,41232,10942
57970,17139,10689
44090,5338,9138
55912,71949,3848
1887,36886,10022
38637,48477,3800
41610,98406,2718
26258,92699,6358
57276,77627,3666
35961,76570,10647
55662,39827,7949
24276,10373,6139
45228,15504,9958
21969,36947,1369
16765,43188,5588
41307,15273,5755
5956,75654,10188
43199,9711,1330
7099,61266,8187
15340,65727,3739
55147,6299,9844
30586,32114,4751
44395,59460,1678
56697,48139,4227
4418,16355,5963
53834,59463,4971
15506,70983,10418
29935,10003,4850
8789,69236,7929
3495,33848,7964
36970,84123,7106
23883,70475,5640
55708,28558,10820
9919,49274,5192
17343,24218,6839
1005,78444,8789
38766,45605,2530
8375,32869,5095
5642,86294,4502
11844,65731,4731
1571,5293,10236
49321,5217,7078
58663,86765,4067
21737,44741,5010
22211,26304,9023
7147,34717,2677
13205,91275,4419
40104,64928,6040
57744,67694,8572
4816,1624,10670
2985,95101,10511
51577,8589,3842
23246,56482,1854
23624,18370,3714
52239,89037,2932
41485,30850,9060
267,85261,9675
55459,74909,5666
35935,83583,7960
50244,48580,8729
18862,43250,10932
19730,15005,8455
55288,2407,2183
36635,24345,5280
48160,57485,9159
22350,98766,9998
539,4292,5771
10658,11579,10451
57745,79489,9156
26642,78645,7667
31847,76125,5642
4044,12073,1765
37769,57564,9116
13699,63631,10089
13388,93079,7433
50464,71640,6791
30445,30345,8133
55409,64885,10436
54382,92656,2126
29644,96934,3430
19881,44145,5178
50773,63553,5027
4696,38843,7396
41849,11023,5765
15392,58607,4319
45370,41322,2525
37946,42392,4968
52057,89528,4147
55885,74447,1971
47672,28715,7991
20577,66191,1648
29789,22857,8329
10420,60002,7646
13755,66083,1791
51890,84137,4042
1315,86808,7474
6763,97249,5209
51714,23253,6856
26178,71436,7986
53741,41376,10343
53951,25051,2029
43268,47311,2370
33301,1873,3758
40333,23569,1014
46308,7390,10756
48173,8199,7973
11729,37699,8500
46780,13760,8366
48348,61886,7596
8837,46753,5610
54366,64469,8987
52618,68223,6906
50275,69956,2810
2866,77678,6742
23484,71456,8862
39887,59304,4232
42933,87349,6763
19828,12143,7284
57377,17305,6205
59584,8114,4132
14332,90557,3157
40174,10487,9870
17614,8108,7246
52125,79878,7397
23866,77785,4396
48485,65614,2280
22445,73079,6977
12072,69260,9572
49488,79551,2784
13792,7474,2345
21385,6660,6033
47696,44542,7509
20873,96298,3332
50319,52727,9382
46537,89508,6885
16267,6942,7284
39302,5797,4025
48009,65455,10685
36362,80229,3927
3074,97667,7309
59078,47955,2153
46861,48069,8107
19992,49808,6972
33318,55535,8855
33009,57625,10336
810,17443,7594
