UniversityId,TenantId,Major_category,Gender,Peer rating,LandLord rating
3473,3473,Physical Sciences,male,2.8,2.8
3474,3474,Physical Sciences,male,3.1,3.1
3475,3475,Psychology & Social Work,male,3,3
3476,3476,Psychology & Social Work,male,2.7,2.7
3477,3477,Psychology & Social Work,male,3.4,3.4
3478,3478,Psychology & Social Work,male,3.2,3.2
3479,3479,Psychology & Social Work,brand,2.8,2.8
3480,3480,Psychology & Social Work,male,3.2,3.2
3481,3481,Psychology & Social Work,unknown,3.1,3.1
3482,3482,Law & Public Policy,male,3.3,3.3
3483,3483,Law & Public Policy,female,3.2,3.2
3484,3484,Law & Public Policy,unknown,2.9,2.9
3485,3485,Psychology & Social Work,male,3.1,3.1
3486,3486,Psychology & Social Work,unknown,2.7,2.7
3487,3487,Social Science,unknown,3.2,3.2
3488,3488,Social Science,female,3.1,3.1
3489,3489,Humanities & Liberal Arts,female,0,0
3490,3490,Social Science,brand,0,0
3491,3491,Social Science,brand,0,0
3492,3492,Social Science,female,0,0
3493,3493,Social Science,female,0,0
3494,3494,Social Science,male,0,0
3495,3495,Social Science,female,0,0
3496,3496,Industrial Arts & Consumer Services,male,0,0
3497,3497,Industrial Arts & Consumer Services,female,0,0
3498,3498,Industrial Arts & Consumer Services,female,0,0
3499,3499,Arts,female,0,0
3500,3500,Arts,male,0,0
3501,3501,Arts,male,0,0
3502,3502,Arts,male,0,0
3503,3503,Arts,brand,0,0
3504,3504,Arts,female,0,0
3505,3505,Humanities & Liberal Arts,female,0,0
3506,3506,Arts,male,0,0
3507,3507,Arts,brand,0,0
3508,3508,Health,male,0,0
3509,3509,Health,female,0,0
3510,3510,Health,female,0,0
3511,3511,Health,female,0,0
3512,3512,Health,brand,0,0
3513,3513,Health,male,0,0
3514,3514,Health,brand,0,0
3515,3515,Health,female,0,0
3516,3516,Health,female,0,0
3517,3517,Health,brand,0,0
3518,3518,Health,male,0,0
3519,3519,Business,male,4.1,4.1
3520,3520,Business,male,3.2,3.2
3521,3521,Business,male,2.9,2.9
3522,3522,Business,brand,3.2,3.2
3523,3523,Business,brand,2.6,2.6
3524,3524,Business,male,3.3,3.3
3525,3525,Business,female,2.6,2.6
3526,3526,Business,male,3,3
3527,3527,Business,female,3.2,3.2
3528,3528,Business,female,2.9,2.9
3529,3529,Business,male,2.9,2.9
3530,3530,Business,brand,3.1,3.1
3531,3531,Business,brand,2.5,2.5
3532,3532,Humanities & Liberal Arts,male,3.3,3.3
3533,3533,Humanities & Liberal Arts,brand,3.1,3.1
3534,3534,Education,unknown,3.3,3.3
3535,3535,Biology & Life Science,male,3,3
3536,3536,Biology & Life Science,female,3.2,3.2
3537,3537,Biology & Life Science,male,3.3,3.3
3538,3538,Biology & Life Science,brand,3.4,3.4
3539,3539,Biology & Life Science,brand,3.3,3.3
3540,3540,Biology & Life Science,brand,3,3
3541,3541,Biology & Life Science,brand,3.2,3.2
3542,3542,Biology & Life Science,female,2.6,2.6
3543,3543,Biology & Life Science,brand,3.2,3.2
3544,3544,Biology & Life Science,male,3.4,3.4
3545,3545,Biology & Life Science,brand,3.2,3.2
3546,3546,Biology & Life Science,male,3.2,3.2
3547,3547,Computers & Mathematics,brand,3,3
3548,3548,Computers & Mathematics,male,3.1,3.1
3549,3549,Computers & Mathematics,female,3.5,3.5
3550,3550,Industrial Arts & Consumer Services,male,3.6,3.6
3551,3551,Interdisciplinary,male,3.6,3.6
3552,3552,Humanities & Liberal Arts,female,3.5,3.5
3553,3553,Health,female,3.7,3.7
3554,3554,Computers & Mathematics,,3.9,3.9
3555,3555,Biology & Life Science,female,3.7,3.7
3556,3556,Social Science,brand,3.8,3.8
3557,3557,Industrial Arts & Consumer Services,male,3.5,3.5
3558,3558,Humanities & Liberal Arts,female,3.9,3.9
3559,3559,Humanities & Liberal Arts,female,0,0
3560,3560,Physical Sciences,male,0,0
3561,3561,Physical Sciences,female,0,0
3562,3562,Physical Sciences,brand,0,0
3563,3563,Physical Sciences,male,0,0
3564,3564,Physical Sciences,brand,0,0
3565,3565,Physical Sciences,female,0,0
3566,3566,Physical Sciences,brand,0,0
3567,3567,Physical Sciences,female,0,0
3568,3568,Engineering,female,2.4,2.4
3569,3569,Physical Sciences,male,4.1,4.1
3570,3570,Physical Sciences,brand,3.1,3.1
3571,3571,Psychology & Social Work,brand,2.5,2.5
3572,3572,Psychology & Social Work,male,3.1,3.1
3573,3573,Psychology & Social Work,male,3.3,3.3
3574,3574,Psychology & Social Work,female,3.2,3.2
3575,3575,Psychology & Social Work,male,3.1,3.1
3576,3576,Psychology & Social Work,male,3.1,3.1
3577,3577,Psychology & Social Work,female,3.3,3.3
3578,3578,Law & Public Policy,male,2.6,2.6
3579,3579,Law & Public Policy,male,3.6,3.6
3580,3580,Law & Public Policy,male,3.9,3.9
3581,3581,Psychology & Social Work,brand,3.9,3.9
3582,3582,Psychology & Social Work,male,3.6,3.6
3583,3583,Social Science,female,3.8,3.8
3584,3584,Social Science,male,3.8,3.8
3585,3585,Humanities & Liberal Arts,brand,3.7,3.7
3586,3586,Social Science,female,0,0
3587,3587,Social Science,male,4,4
3588,3588,Social Science,brand,4.2,4.2
3589,3589,Social Science,male,4,4
3590,3590,Social Science,male,4.3,4.3
3591,3591,Social Science,brand,3.3,3.3
3592,3592,Industrial Arts & Consumer Services,male,3.9,3.9
3593,3593,Industrial Arts & Consumer Services,male,3.5,3.5
3594,3594,Industrial Arts & Consumer Services,male,3.7,3.7
3595,3595,Arts,female,4.2,4.2
3596,3596,Arts,male,3.4,3.4
3597,3597,Arts,male,3.4,3.4
3598,3598,Arts,female,3.7,3.7
3599,3599,Arts,male,0,0
3600,3600,Arts,brand,4.2,4.2
3601,3601,Humanities & Liberal Arts,male,3.2,3.2
3602,3602,Arts,unknown,4.9,4.9
3603,3603,Arts,female,0,0
3604,3604,Health,female,0,0
3605,3605,Health,female,0,0
3606,3606,Health,female,4.2,4.2
3607,3607,Health,male,3,3
3608,3608,Health,female,2.8,2.8
3609,3609,Health,female,3.3,3.3
3610,3610,Health,brand,3,3
3611,3611,Health,female,2.8,2.8
3612,3612,Health,female,3.4,3.4
3613,3613,Health,female,3,3
3614,3614,Health,female,3.3,3.3
3615,3615,Business,female,2.8,2.8
3616,3616,Business,female,3.2,3.2
3617,3617,Business,female,3.1,3.1
3618,3618,Business,female,2.7,2.7
3619,3619,Business,female,2.8,2.8
3620,3620,Business,female,3.5,3.5
3621,3621,Business,female,3.5,3.5
3622,3622,Business,male,0,0
3623,3623,Business,male,0,0
3624,3624,Business,female,0,0
3625,3625,Business,female,0,0
3626,3626,Business,male,0,0
3627,3627,Business,male,0,0
3628,3628,Humanities & Liberal Arts,brand,0,0
3629,3629,Humanities & Liberal Arts,female,0,0
3630,3630,Education,female,0,0
3631,3631,Biology & Life Science,female,0,0
3632,3632,Biology & Life Science,female,0,0
3633,3633,Biology & Life Science,brand,0,0
3634,3634,Biology & Life Science,brand,0,0
3635,3635,Biology & Life Science,male,0,0
3636,3636,Biology & Life Science,male,0,0
3637,3637,Biology & Life Science,male,0,0
3638,3638,Biology & Life Science,male,0,0
3639,3639,Biology & Life Science,male,0,0
3640,3640,Biology & Life Science,brand,0,0
3641,3641,Biology & Life Science,female,0,0
3642,3642,Biology & Life Science,female,4,4
3643,3643,Computers & Mathematics,female,3.4,3.4
3644,3644,Computers & Mathematics,female,3,3
3645,3645,Computers & Mathematics,female,2.6,2.6
3646,3646,Industrial Arts & Consumer Services,female,3.3,3.3
3647,3647,Interdisciplinary,male,3.3,3.3
3648,3648,Humanities & Liberal Arts,male,3.4,3.4
3649,3649,Health,male,3.1,3.1
3650,3650,Computers & Mathematics,male,3.3,3.3
3651,3651,Biology & Life Science,brand,3.4,3.4
3652,3652,Social Science,male,3.3,3.3
3653,3653,Industrial Arts & Consumer Services,brand,2.5,2.5
3654,3654,Humanities & Liberal Arts,male,3.4,3.4
3655,3655,Humanities & Liberal Arts,female,2.8,2.8
3656,3656,Physical Sciences,female,3,3
3657,3657,Physical Sciences,male,3.4,3.4
3658,3658,Physical Sciences,brand,3.3,3.3
3659,3659,Physical Sciences,unknown,4.5,4.5
3660,3660,Physical Sciences,female,3.6,3.6
3661,3661,Physical Sciences,male,3.8,3.8
3662,3662,Physical Sciences,brand,3.6,3.6
3663,3663,Physical Sciences,male,3.8,3.8
3664,3664,Engineering,female,3.7,3.7
3665,3665,Physical Sciences,female,3.9,3.9
3666,3666,Physical Sciences,brand,3.8,3.8
3667,3667,Psychology & Social Work,brand,3.9,3.9
3668,3668,Psychology & Social Work,female,3.5,3.5
3669,3669,Psychology & Social Work,male,3.5,3.5
3670,3670,Psychology & Social Work,male,3.7,3.7
3671,3671,Psychology & Social Work,female,3.9,3.9
3672,3672,Psychology & Social Work,brand,3.9,3.9
3673,3673,Psychology & Social Work,male,3.7,3.7
3674,3674,Law & Public Policy,female,3.8,3.8
3675,3675,Law & Public Policy,brand,3.5,3.5
3676,3676,Law & Public Policy,brand,3.8,3.8
3677,3677,Psychology & Social Work,female,3.5,3.5
3678,3678,Psychology & Social Work,male,3.5,3.5
3679,3679,Social Science,brand,3.7,3.7
3680,3680,Social Science,brand,3.9,3.9
3681,3681,Humanities & Liberal Arts,brand,3.7,3.7
3682,3682,Social Science,brand,3.8,3.8
3683,3683,Social Science,male,3.8,3.8
3684,3684,Social Science,male,3.6,3.6
3685,3685,Social Science,brand,3.7,3.7
3686,3686,Social Science,male,3.8,3.8
3687,3687,Social Science,male,3.5,3.5
3688,3688,Industrial Arts & Consumer Services,female,3.8,3.8
3689,3689,Industrial Arts & Consumer Services,female,3.6,3.6
3690,3690,Industrial Arts & Consumer Services,female,3.8,3.8
3691,3691,Arts,female,3.6,3.6
3692,3692,Arts,male,3.7,3.7
3693,3693,Arts,unknown,3.7,3.7
3694,3694,Arts,female,4.2,4.2
3695,3695,Arts,brand,4.1,4.1
3696,3696,Arts,female,4.1,4.1
3697,3697,Humanities & Liberal Arts,male,4.1,4.1
3698,3698,Arts,male,4.4,4.4
3699,3699,Arts,female,4,4
3700,3700,Health,brand,4.2,4.2
3701,3701,Health,unknown,4,4
3702,3702,Health,male,4.1,4.1
3703,3703,Health,male,4.1,4.1
3704,3704,Health,female,4.3,4.3
3705,3705,Health,brand,4.2,4.2
3706,3706,Health,brand,4,4
3707,3707,Health,male,4.3,4.3
3708,3708,Health,female,4.1,4.1
3709,3709,Health,male,4.1,4.1
3710,3710,Health,female,3.1,3.1
3711,3711,Business,unknown,3.4,3.4
1,3712,Business,male,2.9,2.9
2,3713,Business,male,3.2,3.2
3,3714,Business,female,3.2,3.2
4,3715,Business,female,3.4,3.4
5,3716,Business,male,3.3,3.3
6,3717,Business,male,3.2,3.2
7,3718,Business,male,3,3
8,3719,Business,male,3.2,3.2
9,3720,Business,male,3.4,3.4
10,3721,Business,female,2.8,2.8
11,3722,Business,female,3.3,3.3
12,3723,Business,female,3.1,3.1
13,3724,Humanities & Liberal Arts,female,3.4,3.4
14,3725,Humanities & Liberal Arts,brand,3.3,3.3
15,3726,Education,female,3.4,3.4
16,3727,Biology & Life Science,male,3.2,3.2
17,3728,Biology & Life Science,female,2.9,2.9
18,3729,Biology & Life Science,brand,2.7,2.7
19,3730,Biology & Life Science,female,3.1,3.1
20,3731,Biology & Life Science,male,3.3,3.3
21,3732,Biology & Life Science,brand,3.4,3.4
22,3733,Biology & Life Science,female,4.6,4.6
23,3734,Biology & Life Science,male,3.9,3.9
24,3735,Biology & Life Science,female,3.6,3.6
25,3736,Biology & Life Science,brand,3.8,3.8
26,3737,Biology & Life Science,female,3.6,3.6
27,3738,Biology & Life Science,brand,3.5,3.5
28,3739,Computers & Mathematics,female,3.8,3.8
29,3740,Computers & Mathematics,brand,3.8,3.8
30,3741,Computers & Mathematics,brand,3.8,3.8
31,3742,Industrial Arts & Consumer Services,female,3.5,3.5
32,3743,Interdisciplinary,female,3.5,3.5
33,3744,Humanities & Liberal Arts,male,3.5,3.5
34,3745,Health,male,3.8,3.8
35,3746,Computers & Mathematics,female,3.6,3.6
36,3747,Biology & Life Science,male,3.8,3.8
37,3748,Social Science,male,3.8,3.8
38,3749,Industrial Arts & Consumer Services,brand,3.5,3.5
39,3750,Humanities & Liberal Arts,male,3.6,3.6
40,3751,Humanities & Liberal Arts,male,3.8,3.8
41,3752,Physical Sciences,female,3.7,3.7
42,3753,Physical Sciences,female,3.5,3.5
43,3754,Physical Sciences,unknown,3.9,3.9
44,3755,Physical Sciences,male,3.6,3.6
45,3756,Physical Sciences,brand,3.6,3.6
46,3757,Physical Sciences,brand,3.7,3.7
47,3758,Physical Sciences,brand,3.5,3.5
48,3759,Physical Sciences,female,3.7,3.7
49,3760,Engineering,brand,3.5,3.5
50,3761,Physical Sciences,female,3.5,3.5
51,3762,Physical Sciences,male,3.5,3.5
52,3763,Psychology & Social Work,male,3.8,3.8
53,3764,Psychology & Social Work,female,3.6,3.6
54,3765,Psychology & Social Work,brand,3.7,3.7
55,3766,Psychology & Social Work,male,3.8,3.8
56,3767,Psychology & Social Work,female,2.4,2.4
57,3768,Psychology & Social Work,female,4.1,4.1
58,3769,Psychology & Social Work,male,4.3,4.3
59,3770,Law & Public Policy,brand,4.4,4.4
60,3771,Law & Public Policy,male,4.4,4.4
61,3772,Law & Public Policy,male,4.1,4.1
62,3773,Psychology & Social Work,female,4,4
63,3774,Psychology & Social Work,male,4,4
64,3775,Social Science,male,4.2,4.2
65,3776,Social Science,male,3.2,3.2
66,3777,Humanities & Liberal Arts,female,3.2,3.2
67,3778,Social Science,unknown,3.5,3.5
68,3779,Social Science,brand,3.6,3.6
69,3780,Social Science,female,3.6,3.6
70,3781,Social Science,male,2.9,2.9
71,3782,Social Science,male,3.2,3.2
72,3783,Social Science,male,3,3
73,3784,Industrial Arts & Consumer Services,male,3.3,3.3
74,3785,Industrial Arts & Consumer Services,brand,3.1,3.1
75,3786,Industrial Arts & Consumer Services,male,2.9,2.9
76,3787,Arts,brand,2.5,2.5
77,3788,Arts,male,2.8,2.8
78,3789,Arts,male,2.6,2.6
79,3790,Arts,male,3.3,3.3
80,3791,Arts,male,3,3
81,3792,Arts,,2.5,2.5
82,3793,Humanities & Liberal Arts,male,3.4,3.4
83,3794,Arts,female,3.3,3.3
84,3795,Arts,brand,3.3,3.3
85,3796,Health,female,3.1,3.1
86,3797,Health,male,3.4,3.4
87,3798,Health,male,3.4,3.4
88,3799,Health,brand,3.3,3.3
89,3800,Health,female,3.5,3.5
90,3801,Health,male,3.6,3.6
91,3802,Health,male,3.5,3.5
92,3803,Health,female,3.7,3.7
93,3804,Health,male,3.5,3.5
94,3805,Health,male,3.7,3.7
95,3806,Health,brand,3.5,3.5
96,3807,Business,male,3.8,3.8
97,3808,Business,male,3.8,3.8
98,3809,Business,brand,3.8,3.8
99,3810,Business,brand,3.5,3.5
100,3811,Business,female,3.6,3.6
101,3812,Business,brand,3.5,3.5
102,3813,Business,male,0,0
103,3814,Business,male,0,0
104,3815,Business,male,0,0
105,3816,Business,female,0,0
106,3817,Business,female,0,0
107,3818,Business,male,0,0
108,3819,Business,brand,0,0
109,3820,Humanities & Liberal Arts,female,0,0
110,3821,Humanities & Liberal Arts,brand,0,0
111,3822,Education,unknown,0,0
112,3823,Biology & Life Science,male,0,0
113,3824,Biology & Life Science,male,0,0
114,3825,Biology & Life Science,female,2.4,2.4
115,3826,Biology & Life Science,female,4.3,4.3
116,3827,Biology & Life Science,brand,2.8,2.8
117,3828,Biology & Life Science,male,3.4,3.4
118,3829,Biology & Life Science,male,3,3
119,3830,Biology & Life Science,brand,3.3,3.3
120,3831,Biology & Life Science,male,3.3,3.3
121,3832,Biology & Life Science,male,3.3,3.3
122,3833,Biology & Life Science,male,3.1,3.1
123,3834,Biology & Life Science,brand,3,3
124,3835,Computers & Mathematics,female,2.9,2.9
125,3836,Computers & Mathematics,female,3,3
126,3837,Computers & Mathematics,unknown,3.2,3.2
127,3838,Industrial Arts & Consumer Services,male,3.1,3.1
128,3839,Interdisciplinary,brand,3.8,3.8
129,3840,Humanities & Liberal Arts,female,3.7,3.7
130,3841,Health,brand,3.9,3.9
131,3842,Computers & Mathematics,unknown,3.5,3.5
132,3843,Biology & Life Science,male,3.9,3.9
133,3844,Social Science,brand,0,0
134,3845,Industrial Arts & Consumer Services,male,0,0
135,3846,Humanities & Liberal Arts,female,0,0
136,3847,Humanities & Liberal Arts,female,0,0
137,3848,Physical Sciences,brand,0,0
138,3849,Physical Sciences,unknown,0,0
139,3850,Physical Sciences,female,0,0
140,3851,Physical Sciences,male,0,0
141,3852,Physical Sciences,male,0,0
142,3853,Physical Sciences,male,0,0
143,3854,Physical Sciences,female,0,0
144,3855,Physical Sciences,female,0,0
145,3856,Engineering,male,0,0
146,3857,Physical Sciences,brand,0,0
147,3858,Physical Sciences,female,0,0
148,3859,Psychology & Social Work,female,0,0
149,3860,Psychology & Social Work,male,0,0
150,3861,Psychology & Social Work,male,0,0
151,3862,Psychology & Social Work,male,0,0
152,3863,Psychology & Social Work,female,0,0
153,3864,Psychology & Social Work,male,4.3,4.3
154,3865,Psychology & Social Work,unknown,3.1,3.1
155,3866,Law & Public Policy,unknown,3.3,3.3
156,3867,Law & Public Policy,brand,3.3,3.3
157,3868,Law & Public Policy,brand,2.9,2.9
158,3869,Psychology & Social Work,female,3.2,3.2
159,3870,Psychology & Social Work,brand,3.1,3.1
160,3871,Social Science,female,3.4,3.4
161,3872,Social Science,male,3.1,3.1
162,3873,Humanities & Liberal Arts,brand,2.6,2.6
163,3874,Social Science,male,3,3
164,3875,Social Science,brand,3.4,3.4
165,3876,Social Science,male,3,3
166,3877,Social Science,female,3.2,3.2
167,3878,Social Science,female,3,3
168,3879,Social Science,male,3.1,3.1
169,3880,Industrial Arts & Consumer Services,brand,3,3
170,3881,Industrial Arts & Consumer Services,male,3.5,3.5
171,3882,Industrial Arts & Consumer Services,unknown,3.8,3.8
172,3883,Arts,male,3.6,3.6
173,3884,Arts,unknown,3.6,3.6
174,3885,Arts,male,3.6,3.6
175,3886,Arts,unknown,3.8,3.8
176,3887,Arts,brand,3.5,3.5
177,3888,Arts,female,3.5,3.5
178,3889,Humanities & Liberal Arts,male,0,0
179,3890,Arts,male,0,0
180,3891,Arts,brand,0,0
181,3892,Health,brand,0,0
182,3893,Health,female,0,0
183,3894,Health,unknown,0,0
184,3895,Health,female,0,0
185,3896,Health,female,0,0
186,3897,Health,brand,0,0
187,3898,Health,unknown,0,0
188,3899,Health,male,0,0
189,3900,Health,brand,0,0
190,3901,Health,female,0,0
191,3902,Health,male,0,0
192,3903,Business,female,0,0
193,3904,Business,male,3.2,3.2
194,3905,Business,brand,3.4,3.4
195,3906,Business,male,2.7,2.7
196,3907,Business,female,3.3,3.3
197,3908,Business,female,2.9,2.9
198,3909,Business,brand,3.3,3.3
199,3910,Business,brand,2.6,2.6
200,3911,Business,male,2.9,2.9
201,3912,Business,male,3.3,3.3
202,3913,Business,female,3.2,3.2
203,3914,Business,female,3.4,3.4
204,3915,Business,unknown,3.1,3.1
205,3916,Humanities & Liberal Arts,brand,3,3
206,3917,Humanities & Liberal Arts,brand,3.3,3.3
207,3918,Education,brand,3.3,3.3
208,3919,Biology & Life Science,female,3.1,3.1
209,3920,Biology & Life Science,female,3.4,3.4
210,3921,Biology & Life Science,male,2.6,2.6
211,3922,Biology & Life Science,female,2.6,2.6
212,3923,Biology & Life Science,brand,2.9,2.9
213,3924,Biology & Life Science,female,2.6,2.6
214,3925,Biology & Life Science,brand,3.3,3.3
215,3926,Biology & Life Science,female,2.9,2.9
216,3927,Biology & Life Science,male,3.1,3.1
217,3928,Biology & Life Science,male,2.8,2.8
218,3929,Biology & Life Science,female,3.2,3.2
219,3930,Biology & Life Science,female,3.3,3.3
220,3931,Computers & Mathematics,male,2.9,2.9
221,3932,Computers & Mathematics,male,2.7,2.7
222,3933,Computers & Mathematics,female,2.8,2.8
223,3934,Industrial Arts & Consumer Services,brand,3.1,3.1
224,3935,Interdisciplinary,brand,3.2,3.2
225,3936,Humanities & Liberal Arts,female,3.4,3.4
226,3937,Health,brand,2.8,2.8
227,3938,Computers & Mathematics,brand,3.1,3.1
228,3939,Biology & Life Science,brand,2.9,2.9
229,3940,Social Science,male,2.8,2.8
230,3941,Industrial Arts & Consumer Services,male,3.4,3.4
231,3942,Humanities & Liberal Arts,brand,3.4,3.4
232,3943,Humanities & Liberal Arts,,2.6,2.6
233,3944,Physical Sciences,female,2.7,2.7
234,3945,Physical Sciences,female,4.5,4.5
235,3946,Physical Sciences,brand,3.9,3.9
236,3947,Physical Sciences,female,3.5,3.5
237,3948,Physical Sciences,male,3.8,3.8
238,3949,Physical Sciences,unknown,3.6,3.6
239,3950,Physical Sciences,male,3.7,3.7
240,3951,Physical Sciences,brand,3.8,3.8
241,3952,Engineering,brand,3.7,3.7
242,3953,Physical Sciences,male,3.7,3.7
243,3954,Physical Sciences,female,3.5,3.5
244,3955,Psychology & Social Work,male,3.5,3.5
245,3956,Psychology & Social Work,female,3.8,3.8
246,3957,Psychology & Social Work,male,3.9,3.9
247,3958,Psychology & Social Work,female,0,0
248,3959,Psychology & Social Work,male,0,0
249,3960,Psychology & Social Work,female,0,0
250,3961,Psychology & Social Work,male,0,0
251,3962,Law & Public Policy,male,0,0
252,3963,Law & Public Policy,brand,0,0
253,3964,Law & Public Policy,brand,0,0
254,3965,Psychology & Social Work,male,0,0
255,3966,Psychology & Social Work,male,0,0
256,3967,Social Science,brand,0,0
257,3968,Social Science,male,0,0
258,3969,Humanities & Liberal Arts,brand,0,0
259,3970,Social Science,brand,0,0
260,3971,Social Science,brand,0,0
261,3972,Social Science,female,0,0
262,3973,Social Science,male,0,0
263,3974,Social Science,male,0,0
264,3975,Social Science,male,4,4
265,3976,Industrial Arts & Consumer Services,female,4,4
266,3977,Industrial Arts & Consumer Services,female,4.1,4.1
267,3978,Industrial Arts & Consumer Services,male,3.3,3.3
268,3979,Arts,female,3.4,3.4
269,3980,Arts,male,3.3,3.3
270,3981,Arts,unknown,3.4,3.4
271,3982,Arts,male,4.5,4.5
272,3983,Arts,female,3.9,3.9
273,3984,Arts,brand,3.9,3.9
274,3985,Humanities & Liberal Arts,female,3.8,3.8
275,3986,Arts,male,3.7,3.7
276,3987,Arts,male,3.7,3.7
277,3988,Health,female,3.9,3.9
278,3989,Health,brand,3.8,3.8
279,3990,Health,male,3.5,3.5
280,3991,Health,brand,3.5,3.5
281,3992,Health,brand,3.7,3.7
282,3993,Health,male,3.7,3.7
283,3994,Health,brand,3.9,3.9
284,3995,Health,female,4.3,4.3
285,3996,Health,male,4.2,4.2
286,3997,Health,male,4.2,4.2
287,3998,Health,female,4,4
288,3999,Business,brand,4.2,4.2
289,4000,Business,brand,4.4,4.4
290,4001,Business,male,4.1,4.1
291,4002,Business,male,3.3,3.3
292,4003,Business,brand,3.4,3.4
293,4004,Business,female,3.7,3.7
294,4005,Business,male,3.4,3.4
295,4006,Business,brand,3.9,3.9
296,4007,Business,female,2.8,2.8
297,4008,Business,male,3.9,3.9
298,4009,Business,,0,0
299,4010,Business,female,0,0
300,4011,Business,male,3,3
301,4012,Humanities & Liberal Arts,female,0,0
302,4013,Humanities & Liberal Arts,female,3.3,3.3
303,4014,Education,brand,3,3
304,4015,Biology & Life Science,female,3.4,3.4
305,4016,Biology & Life Science,male,3.7,3.7
306,4017,Biology & Life Science,male,3.6,3.6
307,4018,Biology & Life Science,brand,3.5,3.5
308,4019,Biology & Life Science,female,3.6,3.6
309,4020,Biology & Life Science,brand,3.9,3.9
310,4021,Biology & Life Science,brand,3.6,3.6
311,4022,Biology & Life Science,brand,3.8,3.8
312,4023,Biology & Life Science,brand,3.9,3.9
313,4024,Biology & Life Science,male,4,4
314,4025,Biology & Life Science,female,3.1,3.1
315,4026,Biology & Life Science,female,0,0
316,4027,Computers & Mathematics,brand,3.1,3.1
317,4028,Computers & Mathematics,female,2.6,2.6
318,4029,Computers & Mathematics,male,3.9,3.9
319,4030,Industrial Arts & Consumer Services,female,0,0
320,4031,Interdisciplinary,female,3.1,3.1
321,4032,Humanities & Liberal Arts,brand,3.2,3.2
322,4033,Health,female,3.8,3.8
323,4034,Computers & Mathematics,female,0,0
324,4035,Biology & Life Science,female,0,0
325,4036,Social Science,unknown,0,0
326,4037,Industrial Arts & Consumer Services,male,2.9,2.9
327,4038,Humanities & Liberal Arts,brand,2.8,2.8
328,4039,Humanities & Liberal Arts,male,3,3
329,4040,Physical Sciences,female,2.8,2.8
330,4041,Physical Sciences,male,2.9,2.9
331,4042,Physical Sciences,male,3.1,3.1
332,4043,Physical Sciences,brand,3.4,3.4
333,4044,Physical Sciences,female,3.1,3.1
334,4045,Physical Sciences,female,3.2,3.2
335,4046,Physical Sciences,female,2.7,2.7
336,4047,Physical Sciences,male,2.8,2.8
337,4048,Engineering,male,2.8,2.8
338,4049,Physical Sciences,unknown,3.1,3.1
339,4050,Physical Sciences,male,3.2,3.2
340,4051,Psychology & Social Work,male,2.6,2.6
341,4052,Psychology & Social Work,brand,2.7,2.7
342,4053,Psychology & Social Work,male,3.3,3.3
343,4054,Psychology & Social Work,brand,3.4,3.4
344,4055,Psychology & Social Work,brand,3.4,3.4
345,4056,Psychology & Social Work,male,3.2,3.2
346,4057,Psychology & Social Work,male,3.3,3.3
347,4058,Law & Public Policy,brand,3.5,3.5
348,4059,Law & Public Policy,brand,3.5,3.5
349,4060,Law & Public Policy,brand,3.7,3.7
350,4061,Psychology & Social Work,female,0,0
351,4062,Psychology & Social Work,female,0,0
352,4063,Social Science,female,0,0
353,4064,Social Science,female,0,0
354,4065,Humanities & Liberal Arts,male,0,0
355,4066,Social Science,brand,0,0
356,4067,Social Science,female,0,0
357,4068,Social Science,brand,0,0
358,4069,Social Science,male,0,0
359,4070,Social Science,male,0,0
360,4071,Social Science,female,0,0
361,4072,Industrial Arts & Consumer Services,female,0,0
362,4073,Industrial Arts & Consumer Services,,0,0
363,4074,Industrial Arts & Consumer Services,brand,0,0
364,4075,Arts,brand,0,0
365,4076,Arts,male,0,0
366,4077,Arts,male,0,0
367,4078,Arts,brand,0,0
368,4079,Arts,male,0,0
369,4080,Arts,brand,2.4,2.4
370,4081,Humanities & Liberal Arts,male,2.4,2.4
371,4082,Arts,brand,2.4,2.4
372,4083,Arts,brand,4.1,4.1
373,4084,Health,male,3.2,3.2
374,4085,Health,brand,3.4,3.4
375,4086,Health,female,3.8,3.8
376,4087,Health,male,3.5,3.5
377,4088,Health,female,4.4,4.4
378,4089,Health,brand,4.1,4.1
379,4090,Health,male,3.2,3.2
380,4091,Health,female,3.1,3.1
381,4092,Health,brand,3.2,3.2
382,4093,Health,male,3.5,3.5
383,4094,Health,brand,2.7,2.7
384,4095,Business,brand,3.1,3.1
385,4096,Business,female,2.8,2.8
386,4097,Business,unknown,3.1,3.1
387,4098,Business,male,2.8,2.8
388,4099,Business,male,3.1,3.1
389,4100,Business,male,3.1,3.1
390,4101,Business,brand,2.7,2.7
391,4102,Business,male,3.4,3.4
392,4103,Business,brand,3.1,3.1
393,4104,Business,female,3.3,3.3
394,4105,Business,female,3.1,3.1
395,4106,Business,brand,3.2,3.2
396,4107,Business,brand,3,3
397,4108,Humanities & Liberal Arts,male,3.3,3.3
398,4109,Humanities & Liberal Arts,brand,3.4,3.4
399,4110,Education,brand,3.3,3.3
400,4111,Biology & Life Science,brand,3.4,3.4
401,4112,Biology & Life Science,brand,3.4,3.4
402,4113,Biology & Life Science,brand,2.9,2.9
403,4114,Biology & Life Science,female,2.7,2.7
404,4115,Biology & Life Science,female,3,3
405,4116,Biology & Life Science,female,2.6,2.6
406,4117,Biology & Life Science,female,3.3,3.3
407,4118,Biology & Life Science,male,3.1,3.1
